id:ID,:LABEL,fullName,simpleName,color,dependencyProfileCategory,cohesion
com.eteks.sweethome3d.plugin.PluginAction$Property,Module,com.eteks.sweethome3d.plugin.PluginAction$Property,Property,#cccccc,,
com.eteks.sweethome3d.plugin.HomePluginController,Module,com.eteks.sweethome3d.plugin.HomePluginController,HomePluginController,#cccccc,transit,
com.eteks.sweethome3d.swing.VideoPanel$ImageDataSource,Module,com.eteks.sweethome3d.swing.VideoPanel$ImageDataSource,ImageDataSource,#cccccc,,
com.eteks.sweethome3d.viewcontroller.PlanController$PieceOfFurnitureNameOffsetState,Module,com.eteks.sweethome3d.viewcontroller.PlanController$PieceOfFurnitureNameOffsetState,PieceOfFurnitureNameOffsetState,#cccccc,outbound,
com.eteks.sweethome3d.applet.ViewerHelper,Module,com.eteks.sweethome3d.applet.ViewerHelper,ViewerHelper,#cccccc,outbound,
com.eteks.sweethome3d.viewcontroller.ExportableView$FormatType,Module,com.eteks.sweethome3d.viewcontroller.ExportableView$FormatType,FormatType,#cccccc,,
com.eteks.sweethome3d.viewcontroller.PlanController$WallPointWithAngleMagnetism,Module,com.eteks.sweethome3d.viewcontroller.PlanController$WallPointWithAngleMagnetism,WallPointWithAngleMagnetism,#cccccc,outbound,
com.eteks.sweethome3d.swing.ResourceAction$LanguageChangeListener,Module,com.eteks.sweethome3d.swing.ResourceAction$LanguageChangeListener,LanguageChangeListener,#cccccc,outbound,
com.eteks.sweethome3d.model.Compass$GeographicPoint,Module,com.eteks.sweethome3d.model.Compass$GeographicPoint,GeographicPoint,#cccccc,hidden,
com.eteks.sweethome3d.viewcontroller.AbstractPhotoController$EnvironmentChangeListener,Module,com.eteks.sweethome3d.viewcontroller.AbstractPhotoController$EnvironmentChangeListener,EnvironmentChangeListener,#cccccc,hidden,
com.eteks.sweethome3d.plugin.PluginManager,Module,com.eteks.sweethome3d.plugin.PluginManager,PluginManager,#cccccc,outbound,
com.eteks.sweethome3d.viewcontroller.PlanController$LabelElevationState,Module,com.eteks.sweethome3d.viewcontroller.PlanController$LabelElevationState,LabelElevationState,#cccccc,outbound,
com.eteks.sweethome3d.swing.ModelMaterialsComponent$ModelMaterialsPanel,Module,com.eteks.sweethome3d.swing.ModelMaterialsComponent$ModelMaterialsPanel,ModelMaterialsPanel,#cccccc,outbound,
com.eteks.sweethome3d.viewcontroller.Home3DAttributesController,Module,com.eteks.sweethome3d.viewcontroller.Home3DAttributesController,Home3DAttributesController,#cccccc,transit,
com.eteks.sweethome3d.viewcontroller.WizardController$Property,Module,com.eteks.sweethome3d.viewcontroller.WizardController$Property,Property,#cccccc,,
com.eteks.sweethome3d.MacOSXConfiguration,Module,com.eteks.sweethome3d.MacOSXConfiguration,MacOSXConfiguration,#cccccc,outbound,
com.eteks.sweethome3d.j3d.OBJMaterial,Module,com.eteks.sweethome3d.j3d.OBJMaterial,OBJMaterial,#cccccc,hidden,
com.eteks.sweethome3d.SweetHome3D$StandaloneServiceManager,Module,com.eteks.sweethome3d.SweetHome3D$StandaloneServiceManager,StandaloneServiceManager,#cccccc,,
com.eteks.sweethome3d.model.TextStyle,Module,com.eteks.sweethome3d.model.TextStyle,TextStyle,#cccccc,inbound,
com.eteks.sweethome3d.viewcontroller.PlanController$DragAndDropState,Module,com.eteks.sweethome3d.viewcontroller.PlanController$DragAndDropState,DragAndDropState,#cccccc,outbound,
com.eteks.sweethome3d.swing.AutoCompleteTextField,Module,com.eteks.sweethome3d.swing.AutoCompleteTextField,AutoCompleteTextField,#cccccc,,
com.eteks.sweethome3d.viewcontroller.HomeFurnitureController$ModifiedPieceOfFurniture,Module,com.eteks.sweethome3d.viewcontroller.HomeFurnitureController$ModifiedPieceOfFurniture,ModifiedPieceOfFurniture,#cccccc,outbound,
com.eteks.sweethome3d.swing.VideoPanel$Image3DGenerator,Module,com.eteks.sweethome3d.swing.VideoPanel$Image3DGenerator,Image3DGenerator,#cccccc,hidden,
com.eteks.sweethome3d.swing.ResourceAction,Module,com.eteks.sweethome3d.swing.ResourceAction,ResourceAction,#cccccc,outbound,
com.eteks.sweethome3d.swing.ModelPreviewComponent,Module,com.eteks.sweethome3d.swing.ModelPreviewComponent,ModelPreviewComponent,#cccccc,outbound,
com.eteks.sweethome3d.io.ObjectXMLExporter,Module,com.eteks.sweethome3d.io.ObjectXMLExporter,ObjectXMLExporter,#cccccc,hidden,
com.eteks.sweethome3d.viewcontroller.WizardController,Module,com.eteks.sweethome3d.viewcontroller.WizardController,WizardController,#cccccc,inbound,
com.eteks.sweethome3d.viewcontroller.ImportedTextureWizardController$Step,Module,com.eteks.sweethome3d.viewcontroller.ImportedTextureWizardController$Step,Step,#cccccc,,
com.eteks.sweethome3d.viewcontroller.PlanController$RoomResizeState,Module,com.eteks.sweethome3d.viewcontroller.PlanController$RoomResizeState,RoomResizeState,#cccccc,outbound,
com.eteks.sweethome3d.swing.ColorButton$GrayColorChart,Module,com.eteks.sweethome3d.swing.ColorButton$GrayColorChart,GrayColorChart,#cccccc,hidden,
com.eteks.sweethome3d.swing.AutoCommitSpinner$SpinnerModuloNumberModel,Module,com.eteks.sweethome3d.swing.AutoCommitSpinner$SpinnerModuloNumberModel,SpinnerModuloNumberModel,#cccccc,,
com.eteks.sweethome3d.swing.ColorButton$RecentColorsPanel,Module,com.eteks.sweethome3d.swing.ColorButton$RecentColorsPanel,RecentColorsPanel,#cccccc,outbound,
com.eteks.sweethome3d.swing.ModelMaterialsComponent$ModelMaterialsPanel$MaterialListCellRenderer,Module,com.eteks.sweethome3d.swing.ModelMaterialsComponent$ModelMaterialsPanel$MaterialListCellRenderer,MaterialListCellRenderer,#cccccc,outbound,
com.eteks.sweethome3d.viewcontroller.ThreadedTaskView,Module,com.eteks.sweethome3d.viewcontroller.ThreadedTaskView,ThreadedTaskView,#cccccc,hidden,
com.eteks.sweethome3d.swing.VideoPanel$FrameGenerator,Module,com.eteks.sweethome3d.swing.VideoPanel$FrameGenerator,FrameGenerator,#cccccc,hidden,
com.eteks.sweethome3d.swing.ColorButton$PaletteComboBox,Module,com.eteks.sweethome3d.swing.ColorButton$PaletteComboBox,PaletteComboBox,#cccccc,hidden,
com.eteks.sweethome3d.swing.PrintPreviewPanel$ActionType,Module,com.eteks.sweethome3d.swing.PrintPreviewPanel$ActionType,ActionType,#cccccc,,
com.eteks.sweethome3d.io.AutoRecoveryManager,Module,com.eteks.sweethome3d.io.AutoRecoveryManager,AutoRecoveryManager,#cccccc,outbound,
com.eteks.sweethome3d.junit.OBJWriterTest,Module,com.eteks.sweethome3d.junit.OBJWriterTest,OBJWriterTest,#cccccc,outbound,
com.eteks.sweethome3d.model.Camera$Lens,Module,com.eteks.sweethome3d.model.Camera$Lens,Lens,#cccccc,,
com.eteks.sweethome3d.j3d.Object3DBranch,Module,com.eteks.sweethome3d.j3d.Object3DBranch,Object3DBranch,#cccccc,outbound,
com.eteks.sweethome3d.viewcontroller.PlanController$Property,Module,com.eteks.sweethome3d.viewcontroller.PlanController$Property,Property,#cccccc,,
com.eteks.sweethome3d.viewcontroller.UserPreferencesController$Property,Module,com.eteks.sweethome3d.viewcontroller.UserPreferencesController$Property,Property,#cccccc,,
com.eteks.sweethome3d.viewcontroller.RoomController$ModifiedWall,Module,com.eteks.sweethome3d.viewcontroller.RoomController$ModifiedWall,ModifiedWall,#cccccc,outbound,
com.eteks.sweethome3d.model.Wall,Module,com.eteks.sweethome3d.model.Wall,Wall,#cccccc,inbound,
com.eteks.sweethome3d.swing.VisualTransferHandler$DragListenerWithVisualRepresentation,Module,com.eteks.sweethome3d.swing.VisualTransferHandler$DragListenerWithVisualRepresentation,DragListenerWithVisualRepresentation,#cccccc,,
com.eteks.sweethome3d.swing.PhotoSizeAndQualityPanel,Module,com.eteks.sweethome3d.swing.PhotoSizeAndQualityPanel,PhotoSizeAndQualityPanel,#cccccc,outbound,
com.eteks.sweethome3d.viewcontroller.PhotosController,Module,com.eteks.sweethome3d.viewcontroller.PhotosController,PhotosController,#cccccc,transit,
com.eteks.sweethome3d.viewcontroller.TextureChoiceController$Property,Module,com.eteks.sweethome3d.viewcontroller.TextureChoiceController$Property,Property,#cccccc,,
com.eteks.sweethome3d.viewcontroller.PhotoController,Module,com.eteks.sweethome3d.viewcontroller.PhotoController,PhotoController,#cccccc,outbound,
com.eteks.sweethome3d.swing.ColorButton$PalettesColorChooserPanel,Module,com.eteks.sweethome3d.swing.ColorButton$PalettesColorChooserPanel,PalettesColorChooserPanel,#cccccc,outbound,
com.eteks.sweethome3d.viewcontroller.ImportedFurnitureWizardController$ImportedFurnitureWizardStepState,Module,com.eteks.sweethome3d.viewcontroller.ImportedFurnitureWizardController$ImportedFurnitureWizardStepState,ImportedFurnitureWizardStepState,#cccccc,hidden,
com.eteks.sweethome3d.viewcontroller.UserPreferencesController,Module,com.eteks.sweethome3d.viewcontroller.UserPreferencesController,UserPreferencesController,#cccccc,transit,
com.eteks.sweethome3d.viewcontroller.BackgroundImageWizardController$ImageScaleStepState,Module,com.eteks.sweethome3d.viewcontroller.BackgroundImageWizardController$ImageScaleStepState,ImageScaleStepState,#cccccc,hidden,
com.eteks.sweethome3d.junit.RoomTest$RoomTestFrame,Module,com.eteks.sweethome3d.junit.RoomTest$RoomTestFrame,RoomTestFrame,#cccccc,outbound,
com.eteks.sweethome3d.model.HomePieceOfFurniture,Module,com.eteks.sweethome3d.model.HomePieceOfFurniture,HomePieceOfFurniture,#cccccc,inbound,
com.eteks.sweethome3d.swing.CompassPanel,Module,com.eteks.sweethome3d.swing.CompassPanel,CompassPanel,#cccccc,outbound,
com.eteks.sweethome3d.junit.LevelTest,Module,com.eteks.sweethome3d.junit.LevelTest,LevelTest,#cccccc,outbound,
com.eteks.sweethome3d.viewcontroller.Home3DAttributesController$Home3DAttributesModificationUndoableEdit,Module,com.eteks.sweethome3d.viewcontroller.Home3DAttributesController$Home3DAttributesModificationUndoableEdit,Home3DAttributesModificationUndoableEdit,#cccccc,outbound,
com.eteks.sweethome3d.j3d.OBJLoader$Line,Module,com.eteks.sweethome3d.j3d.OBJLoader$Line,Line,#cccccc,hidden,
com.eteks.sweethome3d.plugin.PluginAction,Module,com.eteks.sweethome3d.plugin.PluginAction,PluginAction,#cccccc,inbound,
com.eteks.sweethome3d.viewcontroller.HelpController$HelpDocument$HelpReader,Module,com.eteks.sweethome3d.viewcontroller.HelpController$HelpDocument$HelpReader,HelpReader,#cccccc,hidden,
com.eteks.sweethome3d.swing.PolylinePanel$ArrowsStyle,Module,com.eteks.sweethome3d.swing.PolylinePanel$ArrowsStyle,ArrowsStyle,#cccccc,,
com.eteks.sweethome3d.model.HomeRecorder,Module,com.eteks.sweethome3d.model.HomeRecorder,HomeRecorder,#cccccc,inbound,
com.eteks.sweethome3d.swing.FurnitureTable,Module,com.eteks.sweethome3d.swing.FurnitureTable,FurnitureTable,#cccccc,transit,
com.eteks.sweethome3d.viewcontroller.PlanController$RoomNameRotationState,Module,com.eteks.sweethome3d.viewcontroller.PlanController$RoomNameRotationState,RoomNameRotationState,#cccccc,outbound,
com.eteks.sweethome3d.j3d.OBJLoader$Geometry,Module,com.eteks.sweethome3d.j3d.OBJLoader$Geometry,Geometry,#cccccc,hidden,
com.eteks.sweethome3d.io.Base64,Module,com.eteks.sweethome3d.io.Base64,Base64,#cccccc,hidden,
com.eteks.sweethome3d.j3d.HomePieceOfFurniture3D$LightSelectionListener,Module,com.eteks.sweethome3d.j3d.HomePieceOfFurniture3D$LightSelectionListener,LightSelectionListener,#cccccc,outbound,
com.eteks.sweethome3d.viewcontroller.BackgroundImageWizardController$BackgroundImageUndoableEdit,Module,com.eteks.sweethome3d.viewcontroller.BackgroundImageWizardController$BackgroundImageUndoableEdit,BackgroundImageUndoableEdit,#cccccc,outbound,
com.eteks.sweethome3d.viewcontroller.ImportedFurnitureWizardController$Property,Module,com.eteks.sweethome3d.viewcontroller.ImportedFurnitureWizardController$Property,Property,#cccccc,,
com.eteks.sweethome3d.viewcontroller.PlanController$LightPowerModificationState,Module,com.eteks.sweethome3d.viewcontroller.PlanController$LightPowerModificationState,LightPowerModificationState,#cccccc,outbound,
com.eteks.sweethome3d.swing.IconManager,Module,com.eteks.sweethome3d.swing.IconManager,IconManager,#cccccc,outbound,
com.eteks.sweethome3d.plugin.Plugin,Module,com.eteks.sweethome3d.plugin.Plugin,Plugin,#cccccc,inbound,
com.eteks.sweethome3d.model.CatalogLight,Module,com.eteks.sweethome3d.model.CatalogLight,CatalogLight,#cccccc,hidden,
com.eteks.sweethome3d.junit.CatalogTreeTest,Module,com.eteks.sweethome3d.junit.CatalogTreeTest,CatalogTreeTest,#cccccc,outbound,
com.eteks.sweethome3d.viewcontroller.PlanController$ControllerState,Module,com.eteks.sweethome3d.viewcontroller.PlanController$ControllerState,ControllerState,#cccccc,hidden,
com.eteks.sweethome3d.model.Label,Module,com.eteks.sweethome3d.model.Label,Label,#cccccc,inbound,
com.eteks.sweethome3d.swing.PhotoPanel,Module,com.eteks.sweethome3d.swing.PhotoPanel,PhotoPanel,#cccccc,outbound,
com.eteks.sweethome3d.viewcontroller.ThreadedTaskController$ExceptionHandler,Module,com.eteks.sweethome3d.viewcontroller.ThreadedTaskController$ExceptionHandler,ExceptionHandler,#cccccc,,
com.eteks.sweethome3d.swing.ImportedTextureWizardStepsPanel,Module,com.eteks.sweethome3d.swing.ImportedTextureWizardStepsPanel,ImportedTextureWizardStepsPanel,#cccccc,outbound,
com.eteks.sweethome3d.io.HomeXMLExporter,Module,com.eteks.sweethome3d.io.HomeXMLExporter,HomeXMLExporter,#cccccc,outbound,
com.eteks.sweethome3d.viewcontroller.HomeFurnitureController,Module,com.eteks.sweethome3d.viewcontroller.HomeFurnitureController,HomeFurnitureController,#cccccc,transit,
com.eteks.sweethome3d.viewcontroller.PhotoController$CameraChangeListener,Module,com.eteks.sweethome3d.viewcontroller.PhotoController$CameraChangeListener,CameraChangeListener,#cccccc,hidden,
com.eteks.sweethome3d.viewcontroller.PlanController$WallDrawingState,Module,com.eteks.sweethome3d.viewcontroller.PlanController$WallDrawingState,WallDrawingState,#cccccc,outbound,
com.eteks.sweethome3d.j3d.PhotoRenderer,Module,com.eteks.sweethome3d.j3d.PhotoRenderer,PhotoRenderer,#cccccc,transit,
com.eteks.sweethome3d.swing.FileContentManager,Module,com.eteks.sweethome3d.swing.FileContentManager,FileContentManager,#cccccc,transit,
com.eteks.sweethome3d.viewcontroller.AbstractPhotoController,Module,com.eteks.sweethome3d.viewcontroller.AbstractPhotoController,AbstractPhotoController,#cccccc,transit,
com.eteks.sweethome3d.viewcontroller.LabelController$Property,Module,com.eteks.sweethome3d.viewcontroller.LabelController$Property,Property,#cccccc,,
com.eteks.sweethome3d.j3d.DAELoader,Module,com.eteks.sweethome3d.j3d.DAELoader,DAELoader,#cccccc,hidden,
com.eteks.sweethome3d.model.InterruptedRecorderException,Module,com.eteks.sweethome3d.model.InterruptedRecorderException,InterruptedRecorderException,#cccccc,hidden,
com.eteks.sweethome3d.io.DefaultTexturesCatalog,Module,com.eteks.sweethome3d.io.DefaultTexturesCatalog,DefaultTexturesCatalog,#cccccc,outbound,
com.eteks.sweethome3d.viewcontroller.Object3DFactory,Module,com.eteks.sweethome3d.viewcontroller.Object3DFactory,Object3DFactory,#cccccc,inbound,
com.eteks.sweethome3d.viewcontroller.PlanController$RoomAreaOffsetState,Module,com.eteks.sweethome3d.viewcontroller.PlanController$RoomAreaOffsetState,RoomAreaOffsetState,#cccccc,outbound,
com.eteks.sweethome3d.applet.AppletApplication$StandaloneServiceManager,Module,com.eteks.sweethome3d.applet.AppletApplication$StandaloneServiceManager,StandaloneServiceManager,#cccccc,,
com.eteks.sweethome3d.viewcontroller.HomeController3D,Module,com.eteks.sweethome3d.viewcontroller.HomeController3D,HomeController3D,#cccccc,transit,
com.eteks.sweethome3d.viewcontroller.HelpView,Module,com.eteks.sweethome3d.viewcontroller.HelpView,HelpView,#cccccc,hidden,
com.eteks.sweethome3d.model.DamagedHomeRecorderException,Module,com.eteks.sweethome3d.model.DamagedHomeRecorderException,DamagedHomeRecorderException,#cccccc,hidden,
com.eteks.sweethome3d.swing.TextureChoiceComponent$TexturePanel$TextureIcon,Module,com.eteks.sweethome3d.swing.TextureChoiceComponent$TexturePanel$TextureIcon,TextureIcon,#cccccc,hidden,
com.eteks.sweethome3d.model.UserPreferences$Property,Module,com.eteks.sweethome3d.model.UserPreferences$Property,Property,#cccccc,,
com.eteks.sweethome3d.viewcontroller.PlanController$PieceOfFurniturePitchRotationState,Module,com.eteks.sweethome3d.viewcontroller.PlanController$PieceOfFurniturePitchRotationState,PieceOfFurniturePitchRotationState,#cccccc,outbound,
com.eteks.sweethome3d.io.DamagedHomeIOException,Module,com.eteks.sweethome3d.io.DamagedHomeIOException,DamagedHomeIOException,#cccccc,,
com.eteks.sweethome3d.tools.TemporaryURLContent,Module,com.eteks.sweethome3d.tools.TemporaryURLContent,TemporaryURLContent,#cccccc,inbound,
com.eteks.sweethome3d.swing.HomePane$PopupMenuListenerWithMouseLocation,Module,com.eteks.sweethome3d.swing.HomePane$PopupMenuListenerWithMouseLocation,PopupMenuListenerWithMouseLocation,#cccccc,,
com.eteks.sweethome3d.io.ContentDigestManager$ZipEntryData,Module,com.eteks.sweethome3d.io.ContentDigestManager$ZipEntryData,ZipEntryData,#cccccc,hidden,
com.eteks.sweethome3d.swing.FileContentManager$DirectoryChooser,Module,com.eteks.sweethome3d.swing.FileContentManager$DirectoryChooser,DirectoryChooser,#cccccc,outbound,
com.eteks.sweethome3d.io.HomeFileRecorder,Module,com.eteks.sweethome3d.io.HomeFileRecorder,HomeFileRecorder,#cccccc,hidden,
com.eteks.sweethome3d.viewcontroller.PlanController$PanningState,Module,com.eteks.sweethome3d.viewcontroller.PlanController$PanningState,PanningState,#cccccc,hidden,
com.eteks.sweethome3d.viewcontroller.ModelMaterialsController,Module,com.eteks.sweethome3d.viewcontroller.ModelMaterialsController,ModelMaterialsController,#cccccc,transit,
com.eteks.sweethome3d.viewcontroller.PlanController$WallResizeState,Module,com.eteks.sweethome3d.viewcontroller.PlanController$WallResizeState,WallResizeState,#cccccc,outbound,
com.eteks.sweethome3d.viewcontroller.PlanController$PieceOfFurnitureRotationState,Module,com.eteks.sweethome3d.viewcontroller.PlanController$PieceOfFurnitureRotationState,PieceOfFurnitureRotationState,#cccccc,outbound,
com.eteks.sweethome3d.j3d.Component3DManager$ObservedCanvas3D,Module,com.eteks.sweethome3d.j3d.Component3DManager$ObservedCanvas3D,ObservedCanvas3D,#cccccc,outbound,
com.eteks.sweethome3d.swing.FurnitureTable$TreeTableNameCellRenderer,Module,com.eteks.sweethome3d.swing.FurnitureTable$TreeTableNameCellRenderer,TreeTableNameCellRenderer,#cccccc,hidden,
com.eteks.sweethome3d.viewcontroller.PolylineController$Property,Module,com.eteks.sweethome3d.viewcontroller.PolylineController$Property,Property,#cccccc,,
com.eteks.sweethome3d.j3d.Room3D,Module,com.eteks.sweethome3d.j3d.Room3D,Room3D,#cccccc,outbound,
com.eteks.sweethome3d.viewcontroller.ThreadedTaskController,Module,com.eteks.sweethome3d.viewcontroller.ThreadedTaskController,ThreadedTaskController,#cccccc,inbound,
com.eteks.sweethome3d.swing.FurnitureTable$FurnitureTreeTableModel,Module,com.eteks.sweethome3d.swing.FurnitureTable$FurnitureTreeTableModel,FurnitureTreeTableModel,#cccccc,outbound,
com.eteks.sweethome3d.viewcontroller.HomeFurnitureController$FurnitureModificationUndoableEdit,Module,com.eteks.sweethome3d.viewcontroller.HomeFurnitureController$FurnitureModificationUndoableEdit,FurnitureModificationUndoableEdit,#cccccc,outbound,
com.eteks.sweethome3d.viewcontroller.ModelMaterialsController$Property,Module,com.eteks.sweethome3d.viewcontroller.ModelMaterialsController$Property,Property,#cccccc,,
com.eteks.sweethome3d.junit.ImportedTextureWizardTest,Module,com.eteks.sweethome3d.junit.ImportedTextureWizardTest,ImportedTextureWizardTest,#cccccc,outbound,
com.eteks.sweethome3d.viewcontroller.PlanController$PointWithAngleMagnetism,Module,com.eteks.sweethome3d.viewcontroller.PlanController$PointWithAngleMagnetism,PointWithAngleMagnetism,#cccccc,outbound,
com.eteks.sweethome3d.viewcontroller.PlanController$PieceOfFurnitureHeightState,Module,com.eteks.sweethome3d.viewcontroller.PlanController$PieceOfFurnitureHeightState,PieceOfFurnitureHeightState,#cccccc,outbound,
com.eteks.sweethome3d.model.Compass$Property,Module,com.eteks.sweethome3d.model.Compass$Property,Property,#cccccc,,
com.eteks.sweethome3d.viewcontroller.WallController$WallsModificationUndoableEdit,Module,com.eteks.sweethome3d.viewcontroller.WallController$WallsModificationUndoableEdit,WallsModificationUndoableEdit,#cccccc,outbound,
com.eteks.sweethome3d.io.HomeURLContent,Module,com.eteks.sweethome3d.io.HomeURLContent,HomeURLContent,#cccccc,outbound,
com.eteks.sweethome3d.model.Library,Module,com.eteks.sweethome3d.model.Library,Library,#cccccc,inbound,
com.eteks.sweethome3d.junit.TransferHandlerTest,Module,com.eteks.sweethome3d.junit.TransferHandlerTest,TransferHandlerTest,#cccccc,outbound,
com.eteks.sweethome3d.viewcontroller.PlanController$RoomPointWithAngleMagnetism,Module,com.eteks.sweethome3d.viewcontroller.PlanController$RoomPointWithAngleMagnetism,RoomPointWithAngleMagnetism,#cccccc,hidden,
com.eteks.sweethome3d.viewcontroller.HomeController$LanguageChangeListener,Module,com.eteks.sweethome3d.viewcontroller.HomeController$LanguageChangeListener,LanguageChangeListener,#cccccc,outbound,
com.eteks.sweethome3d.swing.VideoPanel$ImageSourceStream,Module,com.eteks.sweethome3d.swing.VideoPanel$ImageSourceStream,ImageSourceStream,#cccccc,hidden,
com.eteks.sweethome3d.viewcontroller.PolylineController$ModifiedPolyline,Module,com.eteks.sweethome3d.viewcontroller.PolylineController$ModifiedPolyline,ModifiedPolyline,#cccccc,outbound,
com.eteks.sweethome3d.viewcontroller.LevelController,Module,com.eteks.sweethome3d.viewcontroller.LevelController,LevelController,#cccccc,transit,
com.eteks.sweethome3d.viewcontroller.PlanController$Mode,Module,com.eteks.sweethome3d.viewcontroller.PlanController$Mode,Mode,#cccccc,,
com.eteks.sweethome3d.j3d.PhotoRenderer$Triangle,Module,com.eteks.sweethome3d.j3d.PhotoRenderer$Triangle,Triangle,#cccccc,,
