package,class,layer,count
com.eteks.sweethome3d.applet,com.eteks.sweethome3d.applet.HomeAppletRecorder,Service Layer,0.5454545454545454
com.eteks.sweethome3d.applet,com.eteks.sweethome3d.applet.HomeAppletRecorder,Data Source Layer,0.36363636363636365
com.eteks.sweethome3d.applet,com.eteks.sweethome3d.applet.HomeAppletRecorder,Domain Layer,0.09090909090909091
com.eteks.sweethome3d.applet,com.eteks.sweethome3d.applet.HomeAppletRecorder$LengthOutputStream,Cross-Cutting,0.5
com.eteks.sweethome3d.applet,com.eteks.sweethome3d.applet.HomeAppletRecorder$LengthOutputStream,Data Source Layer,0.5
com.eteks.sweethome3d.applet,com.eteks.sweethome3d.applet.SweetHome3DApplet,Cross-Cutting,0.5
com.eteks.sweethome3d.applet,com.eteks.sweethome3d.applet.SweetHome3DApplet,Service Layer,0.5
com.eteks.sweethome3d.applet,com.eteks.sweethome3d.applet.SweetHome3DViewer,Cross-Cutting,1.0
com.eteks.sweethome3d.applet,com.eteks.sweethome3d.applet.ViewerHelper,Service Layer,0.5
com.eteks.sweethome3d.applet,com.eteks.sweethome3d.applet.ViewerHelper,Cross-Cutting,0.5
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.AutoRecoveryManager,Service Layer,1.0
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.Base64,Data Source Layer,1.0
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.Base64$OutputStream,Data Source Layer,0.8
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.Base64$OutputStream,Service Layer,0.2
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.ContentDigestManager,Domain Layer,0.5
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.ContentDigestManager,Service Layer,0.3333333333333333
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.ContentDigestManager,Cross-Cutting,0.16666666666666666
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.ContentDigestManager$ZipEntryData,Domain Layer,0.3333333333333333
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.ContentDigestManager$ZipEntryData,Data Source Layer,0.6666666666666666
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.DamagedHomeIOException,Domain Layer,1.0
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.DefaultFurnitureCatalog,Data Source Layer,0.5714285714285714
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.DefaultFurnitureCatalog,Domain Layer,0.42857142857142855
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.DefaultFurnitureCatalog$PropertyKey,Domain Layer,1.0
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.DefaultHomeInputStream,Domain Layer,0.6666666666666666
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.DefaultHomeInputStream,Data Source Layer,0.3333333333333333
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.DefaultHomeInputStream$CopiedInputStream,Data Source Layer,1.0
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.DefaultHomeInputStream$HomeObjectInputStream,Data Source Layer,1.0
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.DefaultHomeOutputStream,Data Source Layer,0.6
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.DefaultHomeOutputStream,Service Layer,0.4
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.DefaultHomeOutputStream$HomeContentObjectsTracker,Service Layer,0.5
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.DefaultHomeOutputStream$HomeContentObjectsTracker,Domain Layer,0.5
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.DefaultHomeOutputStream$HomeObjectOutputStream,Data Source Layer,1.0
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.DefaultLibrary,Domain Layer,0.3
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.DefaultLibrary,Cross-Cutting,0.2
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.DefaultLibrary,Data Source Layer,0.5
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.DefaultPatternTexture,Domain Layer,0.5
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.DefaultPatternTexture,Data Source Layer,0.125
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.DefaultPatternTexture,Cross-Cutting,0.25
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.DefaultPatternTexture,Presentation Layer,0.125
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.DefaultTexturesCatalog,Domain Layer,0.42857142857142855
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.DefaultTexturesCatalog,Service Layer,0.2857142857142857
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.DefaultTexturesCatalog,Data Source Layer,0.2857142857142857
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.DefaultTexturesCatalog$PropertyKey,Domain Layer,1.0
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.DefaultUserPreferences,Cross-Cutting,0.4444444444444444
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.DefaultUserPreferences,Data Source Layer,0.5555555555555556
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.FileUserPreferences,Data Source Layer,0.45
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.FileUserPreferences,Service Layer,0.3
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.FileUserPreferences,Cross-Cutting,0.2
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.FileUserPreferences,Domain Layer,0.05
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.FileUserPreferences$PortablePreferences,Cross-Cutting,1.0
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.FileUserPreferences$PreferencesURLContent,Data Source Layer,1.0
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.HomeContentContext,Service Layer,0.2
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.HomeContentContext,Domain Layer,0.4
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.HomeContentContext,Cross-Cutting,0.4
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.HomeFileRecorder,Data Source Layer,0.8888888888888888
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.HomeFileRecorder,Service Layer,0.1111111111111111
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.HomeURLContent,Data Source Layer,1.0
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.HomeXMLExporter,Domain Layer,1.0
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.HomeXMLExporter$PieceOfFurnitureExporter,Domain Layer,1.0
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.HomeXMLHandler,Data Source Layer,0.375
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.HomeXMLHandler,Cross-Cutting,0.125
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.HomeXMLHandler,Service Layer,0.25
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.HomeXMLHandler,Domain Layer,0.25
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.HomeXMLHandler$JoinedWall,Domain Layer,1.0
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.ObjectXMLExporter,Cross-Cutting,0.5
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.ObjectXMLExporter,Data Source Layer,0.5
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.URLContentClassLoader,Data Source Layer,1.0
com.eteks.sweethome3d.io,com.eteks.sweethome3d.io.XMLWriter,Data Source Layer,1.0
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Component3DManager,Service Layer,0.5555555555555556
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Component3DManager,Presentation Layer,0.2222222222222222
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Component3DManager,Cross-Cutting,0.1111111111111111
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Component3DManager,Data Source Layer,0.1111111111111111
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Component3DManager$ObservedCanvas3D,Presentation Layer,0.25
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Component3DManager$ObservedCanvas3D,Cross-Cutting,0.5
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Component3DManager$ObservedCanvas3D,Service Layer,0.25
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Component3DManager$RenderingErrorListenerManager,Service Layer,1.0
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Component3DManager$RenderingErrorObserver,Cross-Cutting,1.0
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Component3DManager$RenderingObserver,Presentation Layer,0.3333333333333333
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Component3DManager$RenderingObserver,Cross-Cutting,0.6666666666666666
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.DAELoader,Domain Layer,0.2
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.DAELoader,Data Source Layer,0.8
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.DAELoader$DAEHandler,Data Source Layer,0.6
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.DAELoader$DAEHandler,Domain Layer,0.4
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Ground3D,Service Layer,0.5
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Ground3D,Domain Layer,0.5
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Ground3D$LevelAreas,Domain Layer,1.0
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.HomePieceOfFurniture3D,Domain Layer,0.6666666666666666
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.HomePieceOfFurniture3D,Service Layer,0.3333333333333333
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.HomePieceOfFurniture3D$DefaultMaterialAndTexture,Domain Layer,0.7142857142857143
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.HomePieceOfFurniture3D$DefaultMaterialAndTexture,Data Source Layer,0.14285714285714285
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.HomePieceOfFurniture3D$DefaultMaterialAndTexture,Cross-Cutting,0.14285714285714285
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.HomePieceOfFurniture3D$LightSelectionListener,Cross-Cutting,0.5
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.HomePieceOfFurniture3D$LightSelectionListener,Service Layer,0.5
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Label3D,Domain Layer,1.0
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Max3DSLoader,Cross-Cutting,0.2
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Max3DSLoader,Domain Layer,0.4
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Max3DSLoader,Data Source Layer,0.4
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Max3DSLoader$Chunk3DS,Domain Layer,0.5
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Max3DSLoader$Chunk3DS,Data Source Layer,0.5
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Max3DSLoader$ChunkID,Data Source Layer,1.0
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Max3DSLoader$ChunksInputStream,Data Source Layer,0.8461538461538461
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Max3DSLoader$ChunksInputStream,Service Layer,0.07692307692307693
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Max3DSLoader$ChunksInputStream,Domain Layer,0.07692307692307693
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Max3DSLoader$Face3DS,Domain Layer,0.8888888888888888
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Max3DSLoader$Face3DS,Data Source Layer,0.1111111111111111
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Max3DSLoader$Material3DS,Domain Layer,0.8888888888888888
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Max3DSLoader$Material3DS,Cross-Cutting,0.1111111111111111
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Max3DSLoader$Mesh3DS,Domain Layer,0.8333333333333334
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Max3DSLoader$Mesh3DS,Cross-Cutting,0.16666666666666666
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Max3DSLoader$Mesh3DSSharedVertex,Domain Layer,1.0
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.ModelManager,Cross-Cutting,0.05263157894736842
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.ModelManager,Service Layer,0.3157894736842105
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.ModelManager,Domain Layer,0.5263157894736842
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.ModelManager,Data Source Layer,0.10526315789473684
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.ModelManager$ModelObserver,Domain Layer,0.5
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.ModelManager$ModelObserver,Service Layer,0.5
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.ModelManager$SVGPathSupport,Cross-Cutting,1.0
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.OBJLoader,Data Source Layer,0.8
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.OBJLoader,Domain Layer,0.2
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.OBJLoader$Face,Domain Layer,1.0
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.OBJLoader$Geometry,Domain Layer,1.0
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.OBJLoader$Group,Domain Layer,1.0
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.OBJLoader$Line,Domain Layer,1.0
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.OBJMaterial,Domain Layer,1.0
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.OBJWriter,Data Source Layer,0.5882352941176471
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.OBJWriter,Domain Layer,0.35294117647058826
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.OBJWriter,Service Layer,0.058823529411764705
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.OBJWriter$ComparableAppearance,Cross-Cutting,0.5
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.OBJWriter$ComparableAppearance,Domain Layer,0.25
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.OBJWriter$ComparableAppearance,Data Source Layer,0.25
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Object3DBranch,Cross-Cutting,0.5
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Object3DBranch,Service Layer,0.5
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Object3DBranch$TextureKey,Domain Layer,0.6666666666666666
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Object3DBranch$TextureKey,Cross-Cutting,0.3333333333333333
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Object3DBranchFactory,Domain Layer,0.5
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Object3DBranchFactory,Service Layer,0.5
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.PhotoRenderer,Service Layer,0.6666666666666666
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.PhotoRenderer,Data Source Layer,0.16666666666666666
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.PhotoRenderer,Cross-Cutting,0.16666666666666666
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.PhotoRenderer$BufferedImageDisplay,Domain Layer,0.2
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.PhotoRenderer$BufferedImageDisplay,Service Layer,0.2
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.PhotoRenderer$BufferedImageDisplay,Data Source Layer,0.2
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.PhotoRenderer$BufferedImageDisplay,Cross-Cutting,0.2
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.PhotoRenderer$BufferedImageDisplay,Presentation Layer,0.2
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.PhotoRenderer$PhotoObject3DFactory,Domain Layer,1.0
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.PhotoRenderer$SphereLightWithNoRepresentation,Domain Layer,1.0
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.PhotoRenderer$TransparentTextureKey,Cross-Cutting,0.3333333333333333
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.PhotoRenderer$TransparentTextureKey,Domain Layer,0.6666666666666666
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.PhotoRenderer$Triangle,Domain Layer,1.0
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Room3D,Domain Layer,0.3333333333333333
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Room3D,Service Layer,0.3333333333333333
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Room3D,Presentation Layer,0.3333333333333333
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.TextureManager,Service Layer,0.4
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.TextureManager,Domain Layer,0.4
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.TextureManager,Data Source Layer,0.2
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.TextureManager$ComparableTexture,Cross-Cutting,0.25
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.TextureManager$ComparableTexture,Domain Layer,0.5
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.TextureManager$ComparableTexture,Data Source Layer,0.25
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.TextureManager$ComparableTextureAngleTuple,Cross-Cutting,0.3333333333333333
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.TextureManager$ComparableTextureAngleTuple,Domain Layer,0.6666666666666666
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.TextureManager$RotatedContentKey,Cross-Cutting,0.6666666666666666
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.TextureManager$RotatedContentKey,Domain Layer,0.3333333333333333
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.TextureManager$TextureObserver,Data Source Layer,1.0
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Wall3D,Domain Layer,0.6666666666666666
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Wall3D,Service Layer,0.3333333333333333
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Wall3D$DoorOrWindowArea,Domain Layer,1.0
com.eteks.sweethome3d.j3d,com.eteks.sweethome3d.j3d.Wall3D$ModelRotationTuple,Domain Layer,1.0
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.BackgroundImageWizardTest,Cross-Cutting,0.5
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.BackgroundImageWizardTest,Service Layer,0.5
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.CatalogTreeTest,Cross-Cutting,0.5
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.CatalogTreeTest,Presentation Layer,0.25
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.CatalogTreeTest,Domain Layer,0.25
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.FurnitureTableTest,Cross-Cutting,0.2
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.FurnitureTableTest,Presentation Layer,0.4
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.FurnitureTableTest,Domain Layer,0.2
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.FurnitureTableTest,Service Layer,0.2
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.HomeCameraTest,Cross-Cutting,0.5
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.HomeCameraTest,Service Layer,0.5
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.HomeControllerTest,Cross-Cutting,0.125
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.HomeControllerTest,Domain Layer,0.125
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.HomeControllerTest,Service Layer,0.125
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.HomeControllerTest,Presentation Layer,0.625
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.HomeControllerTest$ControllerTest,Presentation Layer,1.0
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.HomeControllerTest$ViewTest,Presentation Layer,1.0
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.HomeFileRecorderTest,Domain Layer,0.6
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.HomeFileRecorderTest,Cross-Cutting,0.2
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.HomeFileRecorderTest,Data Source Layer,0.2
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.HomeFurniturePanelTest,Cross-Cutting,0.3333333333333333
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.HomeFurniturePanelTest,Presentation Layer,0.6666666666666666
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.HomeTest,Cross-Cutting,0.3333333333333333
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.HomeTest,Domain Layer,0.6666666666666666
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.IconManagerTest,Cross-Cutting,1.0
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.ImportedFurnitureWizardTest,Cross-Cutting,0.5
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.ImportedFurnitureWizardTest,Presentation Layer,0.5
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.ImportedTextureWizardTest,Cross-Cutting,0.5
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.ImportedTextureWizardTest,Service Layer,0.5
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.LevelTest,Cross-Cutting,0.5
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.LevelTest,Service Layer,0.5
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.ModelManagerTest,Cross-Cutting,0.3333333333333333
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.ModelManagerTest,Data Source Layer,0.6666666666666666
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.OBJWriterTest,Cross-Cutting,0.25
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.OBJWriterTest,Data Source Layer,0.5
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.OBJWriterTest,Service Layer,0.25
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.OperatingSystemTest,Cross-Cutting,1.0
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.PackageDependenciesTest,Cross-Cutting,0.5
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.PackageDependenciesTest,Service Layer,0.5
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.PhotoCreationTest,Cross-Cutting,0.25
com.eteks.sweethome3d.junit,com.eteks.sweethome3d.junit.PhotoCreationTest,Presentation Layer,0.5
