package,class,layer,count
org.jetuml.diagram,org.jetuml.diagram.PropertyName,Domain Layer,0.5
org.jetuml.diagram,org.jetuml.diagram.PropertyName,Presentation Layer,0.5
org.jetuml.diagram,org.jetuml.diagram.Prototypes,Domain Layer,1.0
org.jetuml.diagram.builder,org.jetuml.diagram.builder.ClassDiagramBuilder,Domain Layer,0.8333333333333334
org.jetuml.diagram.builder,org.jetuml.diagram.builder.ClassDiagramBuilder,Service Layer,0.16666666666666666
org.jetuml.diagram.builder,org.jetuml.diagram.builder.CompoundOperation,Domain Layer,0.8
org.jetuml.diagram.builder,org.jetuml.diagram.builder.CompoundOperation,Service Layer,0.2
org.jetuml.diagram.builder,org.jetuml.diagram.builder.DiagramBuilder,Service Layer,0.375
org.jetuml.diagram.builder,org.jetuml.diagram.builder.DiagramBuilder,Domain Layer,0.5
org.jetuml.diagram.builder,org.jetuml.diagram.builder.DiagramBuilder,Data Source Layer,0.125
org.jetuml.diagram.builder,org.jetuml.diagram.builder.DiagramOperation,Domain Layer,1.0
org.jetuml.diagram.builder,org.jetuml.diagram.builder.DiagramOperationProcessor,Domain Layer,0.6666666666666666
org.jetuml.diagram.builder,org.jetuml.diagram.builder.DiagramOperationProcessor,Service Layer,0.3333333333333333
org.jetuml.diagram.builder,org.jetuml.diagram.builder.ObjectDiagramBuilder,Domain Layer,1.0
org.jetuml.diagram.builder,org.jetuml.diagram.builder.SequenceDiagramBuilder,Domain Layer,0.75
org.jetuml.diagram.builder,org.jetuml.diagram.builder.SequenceDiagramBuilder,Service Layer,0.25
org.jetuml.diagram.builder,org.jetuml.diagram.builder.SimpleOperation,Service Layer,0.3333333333333333
org.jetuml.diagram.builder,org.jetuml.diagram.builder.SimpleOperation,Domain Layer,0.6666666666666666
org.jetuml.diagram.builder,org.jetuml.diagram.builder.StateDiagramBuilder,Domain Layer,1.0
org.jetuml.diagram.builder,org.jetuml.diagram.builder.UseCaseDiagramBuilder,Domain Layer,1.0
org.jetuml.diagram.edges,org.jetuml.diagram.edges.AbstractEdge,Domain Layer,1.0
org.jetuml.diagram.edges,org.jetuml.diagram.edges.AggregationEdge,Domain Layer,1.0
org.jetuml.diagram.edges,org.jetuml.diagram.edges.AssociationEdge,Domain Layer,1.0
org.jetuml.diagram.edges,org.jetuml.diagram.edges.CallEdge,Domain Layer,1.0
org.jetuml.diagram.edges,org.jetuml.diagram.edges.ConstructorEdge,Presentation Layer,1.0
org.jetuml.diagram.edges,org.jetuml.diagram.edges.DependencyEdge,Domain Layer,1.0
org.jetuml.diagram.edges,org.jetuml.diagram.edges.GeneralizationEdge,Domain Layer,1.0
org.jetuml.diagram.edges,org.jetuml.diagram.edges.NoteEdge,Domain Layer,1.0
org.jetuml.diagram.edges,org.jetuml.diagram.edges.ObjectCollaborationEdge,Domain Layer,1.0
org.jetuml.diagram.edges,org.jetuml.diagram.edges.ObjectReferenceEdge,Domain Layer,1.0
org.jetuml.diagram.edges,org.jetuml.diagram.edges.ReturnEdge,Domain Layer,1.0
org.jetuml.diagram.edges,org.jetuml.diagram.edges.SingleLabelEdge,Domain Layer,0.6666666666666666
org.jetuml.diagram.edges,org.jetuml.diagram.edges.SingleLabelEdge,Presentation Layer,0.3333333333333333
org.jetuml.diagram.edges,org.jetuml.diagram.edges.StateTransitionEdge,Domain Layer,1.0
org.jetuml.diagram.edges,org.jetuml.diagram.edges.ThreeLabelEdge,Domain Layer,1.0
org.jetuml.diagram.edges,org.jetuml.diagram.edges.UseCaseAssociationEdge,Domain Layer,1.0
org.jetuml.diagram.edges,org.jetuml.diagram.edges.UseCaseDependencyEdge,Domain Layer,1.0
org.jetuml.diagram.edges,org.jetuml.diagram.edges.UseCaseDependencyEdge$Type,Domain Layer,1.0
org.jetuml.diagram.edges,org.jetuml.diagram.edges.UseCaseGeneralizationEdge,Domain Layer,1.0
org.jetuml.diagram.nodes,org.jetuml.diagram.nodes.AbstractNode,Domain Layer,1.0
org.jetuml.diagram.nodes,org.jetuml.diagram.nodes.AbstractPackageNode,Domain Layer,1.0
org.jetuml.diagram.nodes,org.jetuml.diagram.nodes.ActorNode,Domain Layer,1.0
org.jetuml.diagram.nodes,org.jetuml.diagram.nodes.CallNode,Domain Layer,1.0
org.jetuml.diagram.nodes,org.jetuml.diagram.nodes.ClassNode,Domain Layer,1.0
org.jetuml.diagram.nodes,org.jetuml.diagram.nodes.FieldNode,Domain Layer,1.0
org.jetuml.diagram.nodes,org.jetuml.diagram.nodes.FinalStateNode,Domain Layer,1.0
org.jetuml.diagram.nodes,org.jetuml.diagram.nodes.ImplicitParameterNode,Domain Layer,1.0
org.jetuml.diagram.nodes,org.jetuml.diagram.nodes.InitialStateNode,Domain Layer,1.0
org.jetuml.diagram.nodes,org.jetuml.diagram.nodes.InterfaceNode,Domain Layer,1.0
org.jetuml.diagram.nodes,org.jetuml.diagram.nodes.NamedNode,Domain Layer,1.0
org.jetuml.diagram.nodes,org.jetuml.diagram.nodes.NoteNode,Domain Layer,1.0
org.jetuml.diagram.nodes,org.jetuml.diagram.nodes.ObjectNode,Domain Layer,1.0
org.jetuml.diagram.nodes,org.jetuml.diagram.nodes.PackageDescriptionNode,Domain Layer,1.0
org.jetuml.diagram.nodes,org.jetuml.diagram.nodes.PackageNode,Domain Layer,1.0
org.jetuml.diagram.nodes,org.jetuml.diagram.nodes.PointNode,Domain Layer,1.0
org.jetuml.diagram.nodes,org.jetuml.diagram.nodes.StateNode,Domain Layer,1.0
org.jetuml.diagram.nodes,org.jetuml.diagram.nodes.TypeNode,Domain Layer,1.0
org.jetuml.diagram.nodes,org.jetuml.diagram.nodes.UseCaseNode,Domain Layer,1.0
org.jetuml.diagram.validator,org.jetuml.diagram.validator.AbstractDiagramValidator,Domain Layer,1.0
org.jetuml.diagram.validator,org.jetuml.diagram.validator.ClassDiagramValidator,Domain Layer,1.0
org.jetuml.diagram.validator,org.jetuml.diagram.validator.DiagramValidator,Domain Layer,1.0
org.jetuml.diagram.validator,org.jetuml.diagram.validator.EdgeConstraint,Domain Layer,1.0
org.jetuml.diagram.validator,org.jetuml.diagram.validator.ObjectDiagramValidator,Domain Layer,1.0
org.jetuml.diagram.validator,org.jetuml.diagram.validator.SequenceDiagramValidator,Domain Layer,1.0
org.jetuml.diagram.validator,org.jetuml.diagram.validator.StateDiagramValidator,Domain Layer,1.0
org.jetuml.diagram.validator,org.jetuml.diagram.validator.UseCaseDiagramValidator,Domain Layer,1.0
org.jetuml.diagram.validator,org.jetuml.diagram.validator.Violation,Domain Layer,1.0
org.jetuml.diagram.validator.constraints,org.jetuml.diagram.validator.constraints.ConstraintCallEdgeBetweenCallNodes,Domain Layer,1.0
org.jetuml.diagram.validator.constraints,org.jetuml.diagram.validator.constraints.ConstraintMaxNumberOfEdgesOfGivenTypeBetweenNodes,Domain Layer,1.0
org.jetuml.diagram.validator.constraints,org.jetuml.diagram.validator.constraints.ConstraintMaxOneCaller,Domain Layer,1.0
org.jetuml.diagram.validator.constraints,org.jetuml.diagram.validator.constraints.ConstraintNoCombinedAssociationAggregation,Domain Layer,1.0
org.jetuml.diagram.validator.constraints,org.jetuml.diagram.validator.constraints.ConstraintNoDirectCyclesForEdgeType,Domain Layer,1.0
org.jetuml.diagram.validator.constraints,org.jetuml.diagram.validator.constraints.ConstraintNoEdgeToNoteExceptNoteEdge,Domain Layer,1.0
org.jetuml.diagram.validator.constraints,org.jetuml.diagram.validator.constraints.ConstraintNoEdgeToPointExceptNoteEdge,Domain Layer,1.0
org.jetuml.diagram.validator.constraints,org.jetuml.diagram.validator.constraints.ConstraintNoSelfEdgeForEdgeType,Domain Layer,1.0
org.jetuml.diagram.validator.constraints,org.jetuml.diagram.validator.constraints.ConstraintReturnEdgeBetweenCallNodes,Domain Layer,1.0
org.jetuml.diagram.validator.constraints,org.jetuml.diagram.validator.constraints.ConstraintReturnsToCaller,Domain Layer,1.0
org.jetuml.diagram.validator.constraints,org.jetuml.diagram.validator.constraints.ConstraintValidCollaborationEdge,Domain Layer,0.5
org.jetuml.diagram.validator.constraints,org.jetuml.diagram.validator.constraints.ConstraintValidCollaborationEdge,Service Layer,0.5
org.jetuml.diagram.validator.constraints,org.jetuml.diagram.validator.constraints.ConstraintValidNoteEdge,Domain Layer,1.0
org.jetuml.diagram.validator.constraints,org.jetuml.diagram.validator.constraints.ConstraintValidReferenceEdge,Domain Layer,1.0
org.jetuml.diagram.validator.constraints,org.jetuml.diagram.validator.constraints.ConstraintValidTransitionEdgeEndNode,Domain Layer,1.0
org.jetuml.diagram.validator.constraints,org.jetuml.diagram.validator.constraints.ConstraintValidTransitionEdgeStartNode,Domain Layer,1.0
org.jetuml.geom,org.jetuml.geom.Conversions,Domain Layer,0.5
org.jetuml.geom,org.jetuml.geom.Conversions,Presentation Layer,0.25
org.jetuml.geom,org.jetuml.geom.Conversions,Data Source Layer,0.25
org.jetuml.geom,org.jetuml.geom.Dimension,Domain Layer,1.0
org.jetuml.geom,org.jetuml.geom.Direction,Domain Layer,0.9166666666666666
org.jetuml.geom,org.jetuml.geom.Direction,Presentation Layer,0.08333333333333333
org.jetuml.geom,org.jetuml.geom.EdgePath,Domain Layer,1.0
org.jetuml.geom,org.jetuml.geom.GeomUtils,Domain Layer,1.0
org.jetuml.geom,org.jetuml.geom.Line,Domain Layer,0.9411764705882353
org.jetuml.geom,org.jetuml.geom.Line,Data Source Layer,0.058823529411764705
org.jetuml.geom,org.jetuml.geom.Point,Domain Layer,1.0
org.jetuml.geom,org.jetuml.geom.Rectangle,Domain Layer,1.0
org.jetuml.geom,org.jetuml.geom.Side,Domain Layer,1.0
org.jetuml.gui,org.jetuml.gui.AboutDialog,Presentation Layer,1.0
org.jetuml.gui,org.jetuml.gui.DeserializationErrorAlert,Presentation Layer,1.0
org.jetuml.gui,org.jetuml.gui.DiagramCanvas,Presentation Layer,0.4
org.jetuml.gui,org.jetuml.gui.DiagramCanvas,Domain Layer,0.35
org.jetuml.gui,org.jetuml.gui.DiagramCanvas,Service Layer,0.25
org.jetuml.gui,org.jetuml.gui.DiagramSizeDialog,Presentation Layer,1.0
org.jetuml.gui,org.jetuml.gui.DiagramTab,Presentation Layer,0.6521739130434783
org.jetuml.gui,org.jetuml.gui.DiagramTab,Domain Layer,0.2608695652173913
org.jetuml.gui,org.jetuml.gui.DiagramTab,Service Layer,0.08695652173913043
org.jetuml.gui,org.jetuml.gui.DiagramTabToolBar,Presentation Layer,0.8333333333333334
org.jetuml.gui,org.jetuml.gui.DiagramTabToolBar,Domain Layer,0.16666666666666666
org.jetuml.gui,org.jetuml.gui.EditorFrame,Presentation Layer,0.6
org.jetuml.gui,org.jetuml.gui.EditorFrame,Service Layer,0.4
org.jetuml.gui,org.jetuml.gui.FontSizeDialog,Presentation Layer,1.0
org.jetuml.gui,org.jetuml.gui.GuiUtils,Domain Layer,0.3333333333333333
org.jetuml.gui,org.jetuml.gui.GuiUtils,Service Layer,0.3333333333333333
org.jetuml.gui,org.jetuml.gui.GuiUtils,Presentation Layer,0.3333333333333333
org.jetuml.gui,org.jetuml.gui.KeyEventHandler,Presentation Layer,1.0
org.jetuml.gui,org.jetuml.gui.MenuFactory,Presentation Layer,1.0
org.jetuml.gui,org.jetuml.gui.MouseDraggedGestureHandler,Domain Layer,1.0
org.jetuml.gui,org.jetuml.gui.MoveTracker,Domain Layer,1.0
org.jetuml.gui,org.jetuml.gui.NamedHandler,Domain Layer,0.5
org.jetuml.gui,org.jetuml.gui.NamedHandler,Presentation Layer,0.5
org.jetuml.gui,org.jetuml.gui.NewDiagramHandler,Domain Layer,0.3333333333333333
org.jetuml.gui,org.jetuml.gui.NewDiagramHandler,Presentation Layer,0.3333333333333333
org.jetuml.gui,org.jetuml.gui.NewDiagramHandler,Service Layer,0.3333333333333333
org.jetuml.gui,org.jetuml.gui.Notification,Domain Layer,0.5
org.jetuml.gui,org.jetuml.gui.Notification,Presentation Layer,0.5
org.jetuml.gui,org.jetuml.gui.NotificationService,Service Layer,0.2
org.jetuml.gui,org.jetuml.gui.NotificationService,Presentation Layer,0.8
org.jetuml.gui,org.jetuml.gui.NotificationTimeDialog,Presentation Layer,1.0
org.jetuml.gui,org.jetuml.gui.PropertyEditorDialog,Presentation Layer,1.0
org.jetuml.gui,org.jetuml.gui.PropertyEditorDialog$PropertyChangeTracker,Domain Layer,1.0
org.jetuml.gui,org.jetuml.gui.PropertySheet,Domain Layer,0.6666666666666666
org.jetuml.gui,org.jetuml.gui.PropertySheet,Presentation Layer,0.3333333333333333
org.jetuml.gui,org.jetuml.gui.PropertySheet$PropertyChangeListener,Domain Layer,1.0
org.jetuml.gui,org.jetuml.gui.SelectableToolButton,Presentation Layer,0.75
org.jetuml.gui,org.jetuml.gui.SelectableToolButton,Domain Layer,0.25
org.jetuml.gui,org.jetuml.gui.SelectionObserver,Domain Layer,1.0
org.jetuml.gui,org.jetuml.gui.ToastNotification,Presentation Layer,1.0
org.jetuml.gui,org.jetuml.gui.ToastNotification$Type,Domain Layer,1.0
org.jetuml.gui,org.jetuml.gui.ViewportProjection,Domain Layer,0.4375
org.jetuml.gui,org.jetuml.gui.ViewportProjection,Service Layer,0.125
org.jetuml.gui,org.jetuml.gui.ViewportProjection,Presentation Layer,0.4375
org.jetuml.gui,org.jetuml.gui.WelcomeTab,Presentation Layer,1.0
org.jetuml.gui.tips,org.jetuml.gui.tips.TipDialog,Presentation Layer,1.0
org.jetuml.gui.tips,org.jetuml.gui.tips.TipElement,Domain Layer,1.0
org.jetuml.gui.tips,org.jetuml.gui.tips.TipFieldName,Domain Layer,1.0
org.jetuml.gui.tips,org.jetuml.gui.tips.TipLoader,Data Source Layer,1.0
org.jetuml.gui.tips,org.jetuml.gui.tips.TipLoader$Tip,Domain Layer,1.0
org.jetuml.gui.tips,org.jetuml.gui.tips.UserGuideGenerator,Data Source Layer,1.0
org.jetuml.gui.tips,org.jetuml.gui.tips.ViewedTips,Domain Layer,0.75
org.jetuml.gui.tips,org.jetuml.gui.tips.ViewedTips,Service Layer,0.25
org.jetuml.persistence,org.jetuml.persistence.AbstractContext,Domain Layer,1.0
org.jetuml.persistence,org.jetuml.persistence.DeserializationContext,Domain Layer,0.6666666666666666
org.jetuml.persistence,org.jetuml.persistence.DeserializationContext,Service Layer,0.3333333333333333
org.jetuml.persistence,org.jetuml.persistence.DeserializationException,Domain Layer,0.6666666666666666
org.jetuml.persistence,org.jetuml.persistence.DeserializationException,Utility Layer,0.3333333333333333
org.jetuml.persistence,org.jetuml.persistence.JsonDecoder,Service Layer,0.5
org.jetuml.persistence,org.jetuml.persistence.JsonDecoder,Data Source Layer,0.5
org.jetuml.persistence,org.jetuml.persistence.JsonEncoder,Service Layer,1.0
org.jetuml.persistence,org.jetuml.persistence.PersistenceService,Data Source Layer,1.0
org.jetuml.persistence,org.jetuml.persistence.SerializationContext,Domain Layer,1.0
org.jetuml.persistence.json,org.jetuml.persistence.json.CharacterBuffer,Domain Layer,1.0
org.jetuml.persistence.json,org.jetuml.persistence.json.JsonAnyValueParser,Domain Layer,0.5
org.jetuml.persistence.json,org.jetuml.persistence.json.JsonAnyValueParser,Data Source Layer,0.5
org.jetuml.persistence.json,org.jetuml.persistence.json.JsonArray,Data Source Layer,0.4166666666666667
org.jetuml.persistence.json,org.jetuml.persistence.json.JsonArray,Domain Layer,0.5
org.jetuml.persistence.json,org.jetuml.persistence.json.JsonArray,Service Layer,0.08333333333333333
org.jetuml.persistence.json,org.jetuml.persistence.json.JsonArrayParser,Data Source Layer,1.0
org.jetuml.persistence.json,org.jetuml.persistence.json.JsonBooleanParser,Data Source Layer,1.0
org.jetuml.persistence.json,org.jetuml.persistence.json.JsonException,Service Layer,1.0
org.jetuml.persistence.json,org.jetuml.persistence.json.JsonIntegerParser,Parsing Layer,0.5
org.jetuml.persistence.json,org.jetuml.persistence.json.JsonIntegerParser,Data Source Layer,0.5
org.jetuml.persistence.json,org.jetuml.persistence.json.JsonObject,Service Layer,0.08333333333333333
org.jetuml.persistence.json,org.jetuml.persistence.json.JsonObject,Data Source Layer,0.5
org.jetuml.persistence.json,org.jetuml.persistence.json.JsonObject,Domain Layer,0.4166666666666667
org.jetuml.persistence.json,org.jetuml.persistence.json.JsonObjectParser,Service Layer,0.5
org.jetuml.persistence.json,org.jetuml.persistence.json.JsonObjectParser,Data Source Layer,0.5
org.jetuml.persistence.json,org.jetuml.persistence.json.JsonParser,Data Source Layer,1.0
org.jetuml.persistence.json,org.jetuml.persistence.json.JsonParsingException,Service Layer,0.5
org.jetuml.persistence.json,org.jetuml.persistence.json.JsonParsingException,Domain Layer,0.5
org.jetuml.persistence.json,org.jetuml.persistence.json.JsonStringParser,Utility,0.5
org.jetuml.persistence.json,org.jetuml.persistence.json.JsonStringParser,Data Source Layer,0.5
org.jetuml.persistence.json,org.jetuml.persistence.json.JsonValueParser,Service Layer,0.5
org.jetuml.persistence.json,org.jetuml.persistence.json.JsonValueParser,Domain Layer,0.5
org.jetuml.persistence.json,org.jetuml.persistence.json.JsonWriter,Data Source Layer,1.0
org.jetuml.rendering,org.jetuml.rendering.AbstractDiagramRenderer,Domain Layer,0.5294117647058824
org.jetuml.rendering,org.jetuml.rendering.AbstractDiagramRenderer,Presentation Layer,0.29411764705882354
org.jetuml.rendering,org.jetuml.rendering.AbstractDiagramRenderer,Service Layer,0.11764705882352941
org.jetuml.rendering,org.jetuml.rendering.AbstractDiagramRenderer,Data Source Layer,0.058823529411764705
org.jetuml.rendering,org.jetuml.rendering.ArrowHead,Domain Layer,0.6666666666666666
org.jetuml.rendering,org.jetuml.rendering.ArrowHead,Presentation Layer,0.3333333333333333
org.jetuml.rendering,org.jetuml.rendering.ClassDiagramRenderer,Domain Layer,0.6666666666666666
org.jetuml.rendering,org.jetuml.rendering.ClassDiagramRenderer,Service Layer,0.16666666666666666
org.jetuml.rendering,org.jetuml.rendering.ClassDiagramRenderer,Presentation Layer,0.16666666666666666
org.jetuml.rendering,org.jetuml.rendering.DiagramElementRenderer,Domain Layer,0.4
org.jetuml.rendering,org.jetuml.rendering.DiagramElementRenderer,Presentation Layer,0.6
org.jetuml.rendering,org.jetuml.rendering.DiagramRenderer,Domain Layer,0.7058823529411765
org.jetuml.rendering,org.jetuml.rendering.DiagramRenderer,Presentation Layer,0.29411764705882354
org.jetuml.rendering,org.jetuml.rendering.EdgePriority,Domain Layer,1.0
org.jetuml.rendering,org.jetuml.rendering.FontMetrics,Presentation Layer,1.0
org.jetuml.rendering,org.jetuml.rendering.Grid,Presentation Layer,0.16666666666666666
org.jetuml.rendering,org.jetuml.rendering.Grid,Domain Layer,0.8333333333333334
org.jetuml.rendering,org.jetuml.rendering.LineStyle,Domain Layer,1.0
org.jetuml.rendering,org.jetuml.rendering.NodeCorner,Domain Layer,1.0
org.jetuml.rendering,org.jetuml.rendering.ObjectDiagramRenderer,Presentation Layer,1.0
org.jetuml.rendering,org.jetuml.rendering.RenderingUtils,Presentation Layer,1.0
org.jetuml.rendering,org.jetuml.rendering.SequenceDiagramRenderer,Presentation Layer,0.15384615384615385
org.jetuml.rendering,org.jetuml.rendering.SequenceDiagramRenderer,Domain Layer,0.8461538461538461
org.jetuml.rendering,org.jetuml.rendering.StateDiagramRenderer,Presentation Layer,1.0
org.jetuml.rendering,org.jetuml.rendering.StringRenderer,Presentation Layer,0.75
org.jetuml.rendering,org.jetuml.rendering.StringRenderer,Domain Layer,0.25
org.jetuml.rendering,org.jetuml.rendering.StringRenderer$CanvasFont,Presentation Layer,1.0
org.jetuml.rendering,org.jetuml.rendering.ToolGraphics,Presentation Layer,1.0
org.jetuml.rendering,org.jetuml.rendering.UseCaseDiagramRenderer,Presentation Layer,1.0
org.jetuml.rendering.edges,org.jetuml.rendering.edges.AbstractEdgeRenderer,Domain Layer,0.5
org.jetuml.rendering.edges,org.jetuml.rendering.edges.AbstractEdgeRenderer,Presentation Layer,0.5
org.jetuml.rendering.edges,org.jetuml.rendering.edges.ArrowHeadRenderer,Presentation Layer,0.6666666666666666
org.jetuml.rendering.edges,org.jetuml.rendering.edges.ArrowHeadRenderer,Domain Layer,0.3333333333333333
org.jetuml.rendering.edges,org.jetuml.rendering.edges.CallEdgeRenderer,Presentation Layer,0.6
org.jetuml.rendering.edges,org.jetuml.rendering.edges.CallEdgeRenderer,Domain Layer,0.4
org.jetuml.rendering.edges,org.jetuml.rendering.edges.EdgeRenderer,Domain Layer,1.0
org.jetuml.rendering.edges,org.jetuml.rendering.edges.EdgeStorage,Domain Layer,1.0
org.jetuml.rendering.edges,org.jetuml.rendering.edges.LabeledStraightEdgeRenderer,Presentation Layer,0.6666666666666666
org.jetuml.rendering.edges,org.jetuml.rendering.edges.LabeledStraightEdgeRenderer,Domain Layer,0.3333333333333333
org.jetuml.rendering.edges,org.jetuml.rendering.edges.NodeIndex,Domain Layer,1.0
org.jetuml.rendering.edges,org.jetuml.rendering.edges.NoteEdgeRenderer,Presentation Layer,1.0
org.jetuml.rendering.edges,org.jetuml.rendering.edges.ObjectCollaborationEdgeRenderer,Presentation Layer,1.0
org.jetuml.rendering.edges,org.jetuml.rendering.edges.ObjectReferenceEdgeRenderer,Presentation Layer,0.75
org.jetuml.rendering.edges,org.jetuml.rendering.edges.ObjectReferenceEdgeRenderer,Domain Layer,0.25
org.jetuml.rendering.edges,org.jetuml.rendering.edges.ReturnEdgeRenderer,Presentation Layer,0.6666666666666666
org.jetuml.rendering.edges,org.jetuml.rendering.edges.ReturnEdgeRenderer,Domain Layer,0.3333333333333333
org.jetuml.rendering.edges,org.jetuml.rendering.edges.StateTransitionEdgeRenderer,Presentation Layer,0.6666666666666666
org.jetuml.rendering.edges,org.jetuml.rendering.edges.StateTransitionEdgeRenderer,Domain Layer,0.3333333333333333
org.jetuml.rendering.edges,org.jetuml.rendering.edges.StoredEdgeRenderer,Presentation Layer,0.5714285714285714
org.jetuml.rendering.edges,org.jetuml.rendering.edges.StoredEdgeRenderer,Domain Layer,0.42857142857142855
org.jetuml.rendering.edges,org.jetuml.rendering.edges.StraightEdgeRenderer,Presentation Layer,0.75
org.jetuml.rendering.edges,org.jetuml.rendering.edges.StraightEdgeRenderer,Domain Layer,0.25
org.jetuml.rendering.edges,org.jetuml.rendering.edges.UseCaseAssociationEdgeRenderer,Presentation Layer,1.0
org.jetuml.rendering.edges,org.jetuml.rendering.edges.UseCaseDependencyEdgeRenderer,Presentation Layer,1.0
org.jetuml.rendering.edges,org.jetuml.rendering.edges.UseCaseGeneralizationEdgeRenderer,Presentation Layer,1.0
org.jetuml.rendering.nodes,org.jetuml.rendering.nodes.AbstractNodeRenderer,Domain Layer,0.75
org.jetuml.rendering.nodes,org.jetuml.rendering.nodes.AbstractNodeRenderer,Presentation Layer,0.25
org.jetuml.rendering.nodes,org.jetuml.rendering.nodes.AbstractPackageNodeRenderer,Presentation Layer,0.5
org.jetuml.rendering.nodes,org.jetuml.rendering.nodes.AbstractPackageNodeRenderer,Domain Layer,0.5
org.jetuml.rendering.nodes,org.jetuml.rendering.nodes.ActorNodeRenderer,Presentation Layer,0.6666666666666666
org.jetuml.rendering.nodes,org.jetuml.rendering.nodes.ActorNodeRenderer,Domain Layer,0.3333333333333333
org.jetuml.rendering.nodes,org.jetuml.rendering.nodes.CallNodeRenderer,Presentation Layer,0.5
org.jetuml.rendering.nodes,org.jetuml.rendering.nodes.CallNodeRenderer,Domain Layer,0.5
org.jetuml.rendering.nodes,org.jetuml.rendering.nodes.CircularStateNodeRenderer,Presentation Layer,0.5
org.jetuml.rendering.nodes,org.jetuml.rendering.nodes.CircularStateNodeRenderer,Domain Layer,0.5
org.jetuml.rendering.nodes,org.jetuml.rendering.nodes.FieldNodeRenderer,Presentation Layer,0.5
org.jetuml.rendering.nodes,org.jetuml.rendering.nodes.FieldNodeRenderer,Domain Layer,0.5
org.jetuml.rendering.nodes,org.jetuml.rendering.nodes.ImplicitParameterNodeRenderer,Domain Layer,0.625
org.jetuml.rendering.nodes,org.jetuml.rendering.nodes.ImplicitParameterNodeRenderer,Presentation Layer,0.25
org.jetuml.rendering.nodes,org.jetuml.rendering.nodes.ImplicitParameterNodeRenderer,Service Layer,0.125
org.jetuml.rendering.nodes,org.jetuml.rendering.nodes.InterfaceNodeRenderer,Presentation Layer,1.0
org.jetuml.rendering.nodes,org.jetuml.rendering.nodes.NodeRenderer,Domain Layer,0.8
org.jetuml.rendering.nodes,org.jetuml.rendering.nodes.NodeRenderer,Data Source Layer,0.2
org.jetuml.rendering.nodes,org.jetuml.rendering.nodes.NodeStorage,Domain Layer,1.0
org.jetuml.rendering.nodes,org.jetuml.rendering.nodes.NoteNodeRenderer,Presentation Layer,0.3333333333333333
org.jetuml.rendering.nodes,org.jetuml.rendering.nodes.NoteNodeRenderer,Domain Layer,0.6666666666666666
org.jetuml.rendering.nodes,org.jetuml.rendering.nodes.ObjectNodeRenderer,Presentation Layer,0.6
org.jetuml.rendering.nodes,org.jetuml.rendering.nodes.ObjectNodeRenderer,Domain Layer,0.4
org.jetuml.rendering.nodes,org.jetuml.rendering.nodes.PackageDescriptionNodeRenderer,Presentation Layer,0.6666666666666666
org.jetuml.rendering.nodes,org.jetuml.rendering.nodes.PackageDescriptionNodeRenderer,Domain Layer,0.3333333333333333
org.jetuml.rendering.nodes,org.jetuml.rendering.nodes.PackageNodeRenderer,Domain Layer,1.0
org.jetuml.rendering.nodes,org.jetuml.rendering.nodes.PointNodeRenderer,Domain Layer,0.8
