package,class,method,layer
org.jetuml.diagram,org.jetuml.diagram.DiagramType,org.jetuml.diagram.DiagramType.getName(),Domain Layer
org.jetuml.diagram,org.jetuml.diagram.DiagramType,org.jetuml.diagram.DiagramType.getPrototypes(),Domain Layer
org.jetuml.diagram,org.jetuml.diagram.DiagramType,org.jetuml.diagram.DiagramType.newBuilderInstanceFor(org.jetuml.diagram.Diagram),Domain Layer
org.jetuml.diagram,org.jetuml.diagram.DiagramType,org.jetuml.diagram.DiagramType.newRendererInstanceFor(org.jetuml.diagram.Diagram),Service Layer
org.jetuml.diagram,org.jetuml.diagram.DiagramType,org.jetuml.diagram.DiagramType.newValidatorInstanceFor(org.jetuml.diagram.Diagram),Domain Layer
org.jetuml.diagram,org.jetuml.diagram.Edge,org.jetuml.diagram.Edge.clone(),Domain Layer
org.jetuml.diagram,org.jetuml.diagram.Edge,"org.jetuml.diagram.Edge.connect(org.jetuml.diagram.Node,org.jetuml.diagram.Node)",Domain Layer
org.jetuml.diagram,org.jetuml.diagram.Edge,org.jetuml.diagram.Edge.end(),Domain Layer
org.jetuml.diagram,org.jetuml.diagram.Edge,org.jetuml.diagram.Edge.start(),Domain Layer
org.jetuml.diagram,org.jetuml.diagram.Node,"org.jetuml.diagram.Node.addChild(int,org.jetuml.diagram.Node)",Domain Layer
org.jetuml.diagram,org.jetuml.diagram.Node,org.jetuml.diagram.Node.addChild(org.jetuml.diagram.Node),Domain Layer
org.jetuml.diagram,org.jetuml.diagram.Node,org.jetuml.diagram.Node.allowsAsChild(org.jetuml.diagram.Node),Domain Layer
org.jetuml.diagram,org.jetuml.diagram.Node,org.jetuml.diagram.Node.clone(),Domain Layer
org.jetuml.diagram,org.jetuml.diagram.Node,org.jetuml.diagram.Node.getChildren(),Domain Layer
org.jetuml.diagram,org.jetuml.diagram.Node,org.jetuml.diagram.Node.getParent(),Domain Layer
org.jetuml.diagram,org.jetuml.diagram.Node,org.jetuml.diagram.Node.hasParent(),Domain Layer
org.jetuml.diagram,org.jetuml.diagram.Node,org.jetuml.diagram.Node.link(org.jetuml.diagram.Node),Domain Layer
org.jetuml.diagram,org.jetuml.diagram.Node,org.jetuml.diagram.Node.moveTo(org.jetuml.geom.Point),Domain Layer
org.jetuml.diagram,org.jetuml.diagram.Node,org.jetuml.diagram.Node.placeLast(org.jetuml.diagram.Node),Domain Layer
org.jetuml.diagram,org.jetuml.diagram.Node,org.jetuml.diagram.Node.position(),Domain Layer
org.jetuml.diagram,org.jetuml.diagram.Node,org.jetuml.diagram.Node.removeChild(org.jetuml.diagram.Node),Domain Layer
org.jetuml.diagram,org.jetuml.diagram.Node,org.jetuml.diagram.Node.requiresParent(),Domain Layer
org.jetuml.diagram,org.jetuml.diagram.Node,"org.jetuml.diagram.Node.translate(int,int)",Presentation Layer
org.jetuml.diagram,org.jetuml.diagram.Node,org.jetuml.diagram.Node.unlink(),Domain Layer
org.jetuml.diagram,org.jetuml.diagram.Properties,"org.jetuml.diagram.Properties.add(org.jetuml.diagram.PropertyName,java.util.function.Supplier,java.util.function.Consumer)",Domain Layer
org.jetuml.diagram,org.jetuml.diagram.Properties,"org.jetuml.diagram.Properties.addAt(org.jetuml.diagram.PropertyName,java.util.function.Supplier,java.util.function.Consumer,int)",Domain Layer
org.jetuml.diagram,org.jetuml.diagram.Properties,org.jetuml.diagram.Properties.get(org.jetuml.diagram.PropertyName),Domain Layer
org.jetuml.diagram,org.jetuml.diagram.Properties,org.jetuml.diagram.Properties.iterator(),Domain Layer
org.jetuml.diagram,org.jetuml.diagram.Properties,org.jetuml.diagram.Properties.org.jetuml.diagram.Properties(),Domain Layer
org.jetuml.diagram,org.jetuml.diagram.Property,org.jetuml.diagram.Property.get(),Domain Layer
org.jetuml.diagram,org.jetuml.diagram.Property,org.jetuml.diagram.Property.name(),Domain Layer
org.jetuml.diagram,org.jetuml.diagram.Property,"org.jetuml.diagram.Property.org.jetuml.diagram.Property(org.jetuml.diagram.PropertyName,java.util.function.Supplier,java.util.function.Consumer)",Domain Layer
org.jetuml.diagram,org.jetuml.diagram.Property,org.jetuml.diagram.Property.set(java.lang.Object),Domain Layer
org.jetuml.diagram,org.jetuml.diagram.PropertyName,org.jetuml.diagram.PropertyName.external(),Domain Layer
org.jetuml.diagram,org.jetuml.diagram.PropertyName,org.jetuml.diagram.PropertyName.visible(),Presentation Layer
org.jetuml.diagram,org.jetuml.diagram.Prototypes,org.jetuml.diagram.Prototypes.instance(),Domain Layer
org.jetuml.diagram,org.jetuml.diagram.Prototypes,"org.jetuml.diagram.Prototypes.tooltip(org.jetuml.diagram.DiagramElement,boolean)",Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.ClassDiagramBuilder,org.jetuml.diagram.builder.ClassDiagramBuilder.canLinkToPackage(java.util.List),Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.ClassDiagramBuilder,org.jetuml.diagram.builder.ClassDiagramBuilder.canUnlinkFromPackage(java.util.List),Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.ClassDiagramBuilder,"org.jetuml.diagram.builder.ClassDiagramBuilder.createAddNodeOperation(org.jetuml.diagram.Node,org.jetuml.geom.Point)",Service Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.ClassDiagramBuilder,org.jetuml.diagram.builder.ClassDiagramBuilder.createLinkToPackageOperation(java.util.List),Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.ClassDiagramBuilder,org.jetuml.diagram.builder.ClassDiagramBuilder.createUnlinkFromPackageOperation(java.util.List),Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.ClassDiagramBuilder,org.jetuml.diagram.builder.ClassDiagramBuilder.org.jetuml.diagram.builder.ClassDiagramBuilder(org.jetuml.diagram.Diagram),Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.CompoundOperation,org.jetuml.diagram.builder.CompoundOperation.add(org.jetuml.diagram.builder.DiagramOperation),Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.CompoundOperation,org.jetuml.diagram.builder.CompoundOperation.execute(),Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.CompoundOperation,org.jetuml.diagram.builder.CompoundOperation.isEmpty(),Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.CompoundOperation,org.jetuml.diagram.builder.CompoundOperation.org.jetuml.diagram.builder.CompoundOperation(),Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.CompoundOperation,org.jetuml.diagram.builder.CompoundOperation.undo(),Service Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.DiagramBuilder,"org.jetuml.diagram.builder.DiagramBuilder.createAddEdgeOperation(org.jetuml.diagram.Edge,org.jetuml.geom.Point,org.jetuml.geom.Point)",Service Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.DiagramBuilder,org.jetuml.diagram.builder.DiagramBuilder.createAddElementsOperation(java.lang.Iterable),Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.DiagramBuilder,"org.jetuml.diagram.builder.DiagramBuilder.createAddNodeOperation(org.jetuml.diagram.Node,org.jetuml.geom.Point)",Service Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.DiagramBuilder,"org.jetuml.diagram.builder.DiagramBuilder.createMoveNodeOperation(org.jetuml.diagram.Node,int,int)",Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.DiagramBuilder,org.jetuml.diagram.builder.DiagramBuilder.createRemoveElementsOperation(java.lang.Iterable),Service Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.DiagramBuilder,org.jetuml.diagram.builder.DiagramBuilder.diagram(),Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.DiagramBuilder,org.jetuml.diagram.builder.DiagramBuilder.renderer(),Data Source Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.DiagramBuilder,org.jetuml.diagram.builder.DiagramBuilder.setCanvasDimension(org.jetuml.geom.Dimension),Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.DiagramOperation,org.jetuml.diagram.builder.DiagramOperation.execute(),Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.DiagramOperation,org.jetuml.diagram.builder.DiagramOperation.undo(),Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.DiagramOperationProcessor,org.jetuml.diagram.builder.DiagramOperationProcessor.canRedo(),Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.DiagramOperationProcessor,org.jetuml.diagram.builder.DiagramOperationProcessor.canUndo(),Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.DiagramOperationProcessor,org.jetuml.diagram.builder.DiagramOperationProcessor.diagramSaved(),Service Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.DiagramOperationProcessor,org.jetuml.diagram.builder.DiagramOperationProcessor.executeNewOperation(org.jetuml.diagram.builder.DiagramOperation),Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.DiagramOperationProcessor,org.jetuml.diagram.builder.DiagramOperationProcessor.hasUnsavedOperations(),Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.DiagramOperationProcessor,org.jetuml.diagram.builder.DiagramOperationProcessor.org.jetuml.diagram.builder.DiagramOperationProcessor(),Service Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.DiagramOperationProcessor,org.jetuml.diagram.builder.DiagramOperationProcessor.redoLastUndoneOperation(),Service Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.DiagramOperationProcessor,org.jetuml.diagram.builder.DiagramOperationProcessor.storeAlreadyExecutedOperation(org.jetuml.diagram.builder.DiagramOperation),Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.DiagramOperationProcessor,org.jetuml.diagram.builder.DiagramOperationProcessor.undoLastExecutedOperation(),Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.ObjectDiagramBuilder,"org.jetuml.diagram.builder.ObjectDiagramBuilder.createAddNodeOperation(org.jetuml.diagram.Node,org.jetuml.geom.Point)",Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.ObjectDiagramBuilder,org.jetuml.diagram.builder.ObjectDiagramBuilder.org.jetuml.diagram.builder.ObjectDiagramBuilder(org.jetuml.diagram.Diagram),Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.SequenceDiagramBuilder,"org.jetuml.diagram.builder.SequenceDiagramBuilder.createAddNodeOperation(org.jetuml.diagram.Node,org.jetuml.geom.Point)",Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.SequenceDiagramBuilder,org.jetuml.diagram.builder.SequenceDiagramBuilder.getEdgeDownStreams(org.jetuml.diagram.Edge),Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.SequenceDiagramBuilder,org.jetuml.diagram.builder.SequenceDiagramBuilder.getNodeDownStreams(org.jetuml.diagram.Node),Service Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.SequenceDiagramBuilder,org.jetuml.diagram.builder.SequenceDiagramBuilder.org.jetuml.diagram.builder.SequenceDiagramBuilder(org.jetuml.diagram.Diagram),Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.SimpleOperation,org.jetuml.diagram.builder.SimpleOperation.execute(),Service Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.SimpleOperation,"org.jetuml.diagram.builder.SimpleOperation.org.jetuml.diagram.builder.SimpleOperation(java.lang.Runnable,java.lang.Runnable)",Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.SimpleOperation,org.jetuml.diagram.builder.SimpleOperation.undo(),Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.StateDiagramBuilder,org.jetuml.diagram.builder.StateDiagramBuilder.org.jetuml.diagram.builder.StateDiagramBuilder(org.jetuml.diagram.Diagram),Domain Layer
org.jetuml.diagram.builder,org.jetuml.diagram.builder.UseCaseDiagramBuilder,org.jetuml.diagram.builder.UseCaseDiagramBuilder.org.jetuml.diagram.builder.UseCaseDiagramBuilder(org.jetuml.diagram.Diagram),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.AbstractEdge,org.jetuml.diagram.edges.AbstractEdge.clone(),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.AbstractEdge,"org.jetuml.diagram.edges.AbstractEdge.connect(org.jetuml.diagram.Node,org.jetuml.diagram.Node)",Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.AbstractEdge,org.jetuml.diagram.edges.AbstractEdge.end(),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.AbstractEdge,org.jetuml.diagram.edges.AbstractEdge.org.jetuml.diagram.edges.AbstractEdge(),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.AbstractEdge,org.jetuml.diagram.edges.AbstractEdge.start(),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.AbstractEdge,org.jetuml.diagram.edges.AbstractEdge.toString(),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.AggregationEdge,org.jetuml.diagram.edges.AggregationEdge.getType(),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.AggregationEdge,org.jetuml.diagram.edges.AggregationEdge.org.jetuml.diagram.edges.AggregationEdge(),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.AggregationEdge,org.jetuml.diagram.edges.AggregationEdge.org.jetuml.diagram.edges.AggregationEdge(org.jetuml.diagram.edges.AggregationEdge$Type),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.AggregationEdge,org.jetuml.diagram.edges.AggregationEdge.setType(org.jetuml.diagram.edges.AggregationEdge$Type),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.AssociationEdge,org.jetuml.diagram.edges.AssociationEdge.getDirectionality(),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.AssociationEdge,org.jetuml.diagram.edges.AssociationEdge.org.jetuml.diagram.edges.AssociationEdge(),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.AssociationEdge,org.jetuml.diagram.edges.AssociationEdge.setDirectionality(org.jetuml.diagram.edges.AssociationEdge$Directionality),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.CallEdge,org.jetuml.diagram.edges.CallEdge.isSelfEdge(),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.CallEdge,org.jetuml.diagram.edges.CallEdge.isSignal(),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.CallEdge,org.jetuml.diagram.edges.CallEdge.org.jetuml.diagram.edges.CallEdge(),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.CallEdge,org.jetuml.diagram.edges.CallEdge.setSignal(boolean),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.ConstructorEdge,org.jetuml.diagram.edges.ConstructorEdge.org.jetuml.diagram.edges.ConstructorEdge(),Presentation Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.DependencyEdge,org.jetuml.diagram.edges.DependencyEdge.getDirectionality(),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.DependencyEdge,org.jetuml.diagram.edges.DependencyEdge.org.jetuml.diagram.edges.DependencyEdge(),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.DependencyEdge,org.jetuml.diagram.edges.DependencyEdge.setDirectionality(org.jetuml.diagram.edges.DependencyEdge$Directionality),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.GeneralizationEdge,org.jetuml.diagram.edges.GeneralizationEdge.getType(),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.GeneralizationEdge,org.jetuml.diagram.edges.GeneralizationEdge.org.jetuml.diagram.edges.GeneralizationEdge(),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.GeneralizationEdge,org.jetuml.diagram.edges.GeneralizationEdge.org.jetuml.diagram.edges.GeneralizationEdge(org.jetuml.diagram.edges.GeneralizationEdge$Type),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.GeneralizationEdge,org.jetuml.diagram.edges.GeneralizationEdge.setType(org.jetuml.diagram.edges.GeneralizationEdge$Type),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.NoteEdge,org.jetuml.diagram.edges.NoteEdge.org.jetuml.diagram.edges.NoteEdge(),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.ObjectCollaborationEdge,org.jetuml.diagram.edges.ObjectCollaborationEdge.org.jetuml.diagram.edges.ObjectCollaborationEdge(),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.ObjectReferenceEdge,org.jetuml.diagram.edges.ObjectReferenceEdge.org.jetuml.diagram.edges.ObjectReferenceEdge(),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.ReturnEdge,org.jetuml.diagram.edges.ReturnEdge.org.jetuml.diagram.edges.ReturnEdge(),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.SingleLabelEdge,org.jetuml.diagram.edges.SingleLabelEdge.getMiddleLabel(),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.SingleLabelEdge,org.jetuml.diagram.edges.SingleLabelEdge.org.jetuml.diagram.edges.SingleLabelEdge(),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.SingleLabelEdge,org.jetuml.diagram.edges.SingleLabelEdge.setMiddleLabel(java.lang.String),Presentation Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.StateTransitionEdge,org.jetuml.diagram.edges.StateTransitionEdge.org.jetuml.diagram.edges.StateTransitionEdge(),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.ThreeLabelEdge,org.jetuml.diagram.edges.ThreeLabelEdge.getEndLabel(),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.ThreeLabelEdge,org.jetuml.diagram.edges.ThreeLabelEdge.getStartLabel(),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.ThreeLabelEdge,org.jetuml.diagram.edges.ThreeLabelEdge.org.jetuml.diagram.edges.ThreeLabelEdge(),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.ThreeLabelEdge,org.jetuml.diagram.edges.ThreeLabelEdge.setEndLabel(java.lang.String),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.ThreeLabelEdge,org.jetuml.diagram.edges.ThreeLabelEdge.setStartLabel(java.lang.String),Domain Layer
org.jetuml.diagram.edges,org.jetuml.diagram.edges.UseCaseAssociationEdge,org.jetuml.diagram.edges.UseCaseAssociationEdge.org.jetuml.diagram.edges.UseCaseAssociationEdge(),Domain Layer
