package,class,method,layer
CH.ifa.draw.contrib,CH.ifa.draw.contrib.PolygonTool,"CH.ifa.draw.contrib.PolygonTool.mouseMove(java.awt.event.MouseEvent,int,int)",Presentation Layer
CH.ifa.draw.contrib,CH.ifa.draw.contrib.PolygonTool,"CH.ifa.draw.contrib.PolygonTool.mouseUp(java.awt.event.MouseEvent,int,int)",Service Layer
CH.ifa.draw.contrib,CH.ifa.draw.contrib.TriangleFigure,CH.ifa.draw.contrib.TriangleFigure.CH.ifa.draw.contrib.TriangleFigure(),Domain Layer
CH.ifa.draw.contrib,CH.ifa.draw.contrib.TriangleFigure,"CH.ifa.draw.contrib.TriangleFigure.CH.ifa.draw.contrib.TriangleFigure(java.awt.Point,java.awt.Point)",Domain Layer
CH.ifa.draw.contrib,CH.ifa.draw.contrib.TriangleFigure,CH.ifa.draw.contrib.TriangleFigure.center(),Domain Layer
CH.ifa.draw.contrib,CH.ifa.draw.contrib.TriangleFigure,CH.ifa.draw.contrib.TriangleFigure.chop(java.awt.Point),Domain Layer
CH.ifa.draw.contrib,CH.ifa.draw.contrib.TriangleFigure,CH.ifa.draw.contrib.TriangleFigure.clone(),Domain Layer
CH.ifa.draw.contrib,CH.ifa.draw.contrib.TriangleFigure,CH.ifa.draw.contrib.TriangleFigure.connectionInsets(),Domain Layer
CH.ifa.draw.contrib,CH.ifa.draw.contrib.TriangleFigure,"CH.ifa.draw.contrib.TriangleFigure.containsPoint(int,int)",Domain Layer
CH.ifa.draw.contrib,CH.ifa.draw.contrib.TriangleFigure,CH.ifa.draw.contrib.TriangleFigure.draw(java.awt.Graphics),Presentation Layer
CH.ifa.draw.contrib,CH.ifa.draw.contrib.TriangleFigure,CH.ifa.draw.contrib.TriangleFigure.handles(),Presentation Layer
CH.ifa.draw.contrib,CH.ifa.draw.contrib.TriangleFigure,CH.ifa.draw.contrib.TriangleFigure.polygon(),Domain Layer
CH.ifa.draw.contrib,CH.ifa.draw.contrib.TriangleFigure,CH.ifa.draw.contrib.TriangleFigure.read(CH.ifa.draw.util.StorableInput),Domain Layer
CH.ifa.draw.contrib,CH.ifa.draw.contrib.TriangleFigure,CH.ifa.draw.contrib.TriangleFigure.rotate(double),Domain Layer
CH.ifa.draw.contrib,CH.ifa.draw.contrib.TriangleFigure,CH.ifa.draw.contrib.TriangleFigure.write(CH.ifa.draw.util.StorableOutput),Data Source Layer
CH.ifa.draw.contrib,CH.ifa.draw.contrib.TriangleRotationHandle,CH.ifa.draw.contrib.TriangleRotationHandle.CH.ifa.draw.contrib.TriangleRotationHandle(CH.ifa.draw.contrib.TriangleFigure),Domain Layer
CH.ifa.draw.contrib,CH.ifa.draw.contrib.TriangleRotationHandle,CH.ifa.draw.contrib.TriangleRotationHandle.draw(java.awt.Graphics),Presentation Layer
CH.ifa.draw.contrib,CH.ifa.draw.contrib.TriangleRotationHandle,"CH.ifa.draw.contrib.TriangleRotationHandle.invokeEnd(int,int,CH.ifa.draw.framework.Drawing)",Cross-Cutting
CH.ifa.draw.contrib,CH.ifa.draw.contrib.TriangleRotationHandle,"CH.ifa.draw.contrib.TriangleRotationHandle.invokeStart(int,int,CH.ifa.draw.framework.Drawing)",Cross-Cutting
CH.ifa.draw.contrib,CH.ifa.draw.contrib.TriangleRotationHandle,"CH.ifa.draw.contrib.TriangleRotationHandle.invokeStep(int,int,CH.ifa.draw.framework.Drawing)",Service Layer
CH.ifa.draw.contrib,CH.ifa.draw.contrib.TriangleRotationHandle,CH.ifa.draw.contrib.TriangleRotationHandle.locate(),Cross-Cutting
CH.ifa.draw.figures,CH.ifa.draw.figures.ArrowTip,CH.ifa.draw.figures.ArrowTip.CH.ifa.draw.figures.ArrowTip(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ArrowTip,"CH.ifa.draw.figures.ArrowTip.CH.ifa.draw.figures.ArrowTip(double,double,double)",Cross-Cutting
CH.ifa.draw.figures,CH.ifa.draw.figures.ArrowTip,"CH.ifa.draw.figures.ArrowTip.draw(java.awt.Graphics,int,int,int,int)",Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ArrowTip,"CH.ifa.draw.figures.ArrowTip.outline(int,int,int,int)",Cross-Cutting
CH.ifa.draw.figures,CH.ifa.draw.figures.ArrowTip,CH.ifa.draw.figures.ArrowTip.read(CH.ifa.draw.util.StorableInput),Data Source Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ArrowTip,CH.ifa.draw.figures.ArrowTip.write(CH.ifa.draw.util.StorableOutput),Data Source Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.AttributeFigure,CH.ifa.draw.figures.AttributeFigure.draw(java.awt.Graphics),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.AttributeFigure,CH.ifa.draw.figures.AttributeFigure.getAttribute(java.lang.String),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.AttributeFigure,CH.ifa.draw.figures.AttributeFigure.getDefaultAttribute(java.lang.String),Cross-Cutting
CH.ifa.draw.figures,CH.ifa.draw.figures.AttributeFigure,CH.ifa.draw.figures.AttributeFigure.getFillColor(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.AttributeFigure,CH.ifa.draw.figures.AttributeFigure.getFrameColor(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.AttributeFigure,CH.ifa.draw.figures.AttributeFigure.read(CH.ifa.draw.util.StorableInput),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.AttributeFigure,"CH.ifa.draw.figures.AttributeFigure.setAttribute(java.lang.String,java.lang.Object)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.AttributeFigure,CH.ifa.draw.figures.AttributeFigure.write(CH.ifa.draw.util.StorableOutput),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.BorderDecorator,CH.ifa.draw.figures.BorderDecorator.CH.ifa.draw.figures.BorderDecorator(),Cross-Cutting
CH.ifa.draw.figures,CH.ifa.draw.figures.BorderDecorator,CH.ifa.draw.figures.BorderDecorator.CH.ifa.draw.figures.BorderDecorator(CH.ifa.draw.framework.Figure),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.BorderDecorator,CH.ifa.draw.figures.BorderDecorator.connectionInsets(),Cross-Cutting
CH.ifa.draw.figures,CH.ifa.draw.figures.BorderDecorator,CH.ifa.draw.figures.BorderDecorator.displayBox(),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.BorderDecorator,CH.ifa.draw.figures.BorderDecorator.draw(java.awt.Graphics),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.BorderDecorator,CH.ifa.draw.figures.BorderDecorator.figureInvalidated(CH.ifa.draw.framework.FigureChangeEvent),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.BorderTool,CH.ifa.draw.figures.BorderTool.CH.ifa.draw.figures.BorderTool(CH.ifa.draw.framework.DrawingView),Service Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.BorderTool,CH.ifa.draw.figures.BorderTool.action(CH.ifa.draw.framework.Figure),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ChopEllipseConnector,CH.ifa.draw.figures.ChopEllipseConnector.CH.ifa.draw.figures.ChopEllipseConnector(),Cross-Cutting
CH.ifa.draw.figures,CH.ifa.draw.figures.ChopEllipseConnector,CH.ifa.draw.figures.ChopEllipseConnector.CH.ifa.draw.figures.ChopEllipseConnector(CH.ifa.draw.framework.Figure),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ConnectedTextTool,"CH.ifa.draw.figures.ConnectedTextTool.CH.ifa.draw.figures.ConnectedTextTool(CH.ifa.draw.framework.DrawingView,CH.ifa.draw.framework.Figure)",Service Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ConnectedTextTool,CH.ifa.draw.figures.ConnectedTextTool.activate(),Service Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ConnectedTextTool,"CH.ifa.draw.figures.ConnectedTextTool.mouseDown(java.awt.event.MouseEvent,int,int)",Service Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ElbowConnection,CH.ifa.draw.figures.ElbowConnection.CH.ifa.draw.figures.ElbowConnection(),Cross-Cutting
CH.ifa.draw.figures,CH.ifa.draw.figures.ElbowConnection,CH.ifa.draw.figures.ElbowConnection.connectedTextLocator(CH.ifa.draw.framework.Figure),Cross-Cutting
CH.ifa.draw.figures,CH.ifa.draw.figures.ElbowConnection,CH.ifa.draw.figures.ElbowConnection.handles(),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ElbowConnection,CH.ifa.draw.figures.ElbowConnection.layoutConnection(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ElbowConnection,CH.ifa.draw.figures.ElbowConnection.updateConnection(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ElbowHandle,"CH.ifa.draw.figures.ElbowHandle.CH.ifa.draw.figures.ElbowHandle(CH.ifa.draw.figures.LineConnection,int)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ElbowHandle,CH.ifa.draw.figures.ElbowHandle.draw(java.awt.Graphics),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ElbowHandle,"CH.ifa.draw.figures.ElbowHandle.invokeStart(int,int,CH.ifa.draw.framework.DrawingView)",Service Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ElbowHandle,"CH.ifa.draw.figures.ElbowHandle.invokeStep(int,int,int,int,CH.ifa.draw.framework.DrawingView)",Service Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ElbowHandle,CH.ifa.draw.figures.ElbowHandle.locate(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.ElbowTextLocator,CH.ifa.draw.figures.ElbowTextLocator.locate(CH.ifa.draw.framework.Figure),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.EllipseFigure,CH.ifa.draw.figures.EllipseFigure.CH.ifa.draw.figures.EllipseFigure(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.EllipseFigure,"CH.ifa.draw.figures.EllipseFigure.CH.ifa.draw.figures.EllipseFigure(java.awt.Point,java.awt.Point)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.EllipseFigure,"CH.ifa.draw.figures.EllipseFigure.basicDisplayBox(java.awt.Point,java.awt.Point)",Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.EllipseFigure,CH.ifa.draw.figures.EllipseFigure.connectionInsets(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.EllipseFigure,"CH.ifa.draw.figures.EllipseFigure.connectorAt(int,int)",Cross-Cutting
CH.ifa.draw.figures,CH.ifa.draw.figures.EllipseFigure,CH.ifa.draw.figures.EllipseFigure.displayBox(),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.EllipseFigure,CH.ifa.draw.figures.EllipseFigure.drawBackground(java.awt.Graphics),Cross-Cutting
CH.ifa.draw.figures,CH.ifa.draw.figures.EllipseFigure,CH.ifa.draw.figures.EllipseFigure.drawFrame(java.awt.Graphics),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.EllipseFigure,CH.ifa.draw.figures.EllipseFigure.handles(),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.EllipseFigure,CH.ifa.draw.figures.EllipseFigure.read(CH.ifa.draw.util.StorableInput),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.EllipseFigure,CH.ifa.draw.figures.EllipseFigure.write(CH.ifa.draw.util.StorableOutput),Data Source Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.FigureAttributes,CH.ifa.draw.figures.FigureAttributes.CH.ifa.draw.figures.FigureAttributes(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.FigureAttributes,CH.ifa.draw.figures.FigureAttributes.clone(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.FigureAttributes,CH.ifa.draw.figures.FigureAttributes.get(java.lang.String),Data Source Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.FigureAttributes,CH.ifa.draw.figures.FigureAttributes.hasDefined(java.lang.String),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.FigureAttributes,CH.ifa.draw.figures.FigureAttributes.read(CH.ifa.draw.util.StorableInput),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.FigureAttributes,"CH.ifa.draw.figures.FigureAttributes.set(java.lang.String,java.lang.Object)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.FigureAttributes,CH.ifa.draw.figures.FigureAttributes.write(CH.ifa.draw.util.StorableOutput),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.FontSizeHandle,"CH.ifa.draw.figures.FontSizeHandle.CH.ifa.draw.figures.FontSizeHandle(CH.ifa.draw.framework.Figure,CH.ifa.draw.framework.Locator)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.FontSizeHandle,CH.ifa.draw.figures.FontSizeHandle.draw(java.awt.Graphics),Presentation Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.FontSizeHandle,"CH.ifa.draw.figures.FontSizeHandle.invokeStart(int,int,CH.ifa.draw.framework.DrawingView)",Service Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.FontSizeHandle,"CH.ifa.draw.figures.FontSizeHandle.invokeStep(int,int,int,int,CH.ifa.draw.framework.DrawingView)",Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.GroupCommand,"CH.ifa.draw.figures.GroupCommand.CH.ifa.draw.figures.GroupCommand(java.lang.String,CH.ifa.draw.framework.DrawingView)",Service Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.GroupCommand,CH.ifa.draw.figures.GroupCommand.execute(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.GroupCommand,CH.ifa.draw.figures.GroupCommand.isExecutable(),Service Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.GroupFigure,CH.ifa.draw.figures.GroupFigure.CH.ifa.draw.figures.GroupFigure(),Domain Layer
CH.ifa.draw.figures,CH.ifa.draw.figures.GroupFigure,"CH.ifa.draw.figures.GroupFigure.basicDisplayBox(java.awt.Point,java.awt.Point)",Cross-Cutting
