package,class,method,layer
com.fsck.k9,com.fsck.k9.K9,getOpenPgpProvider(),Service Layer
com.fsck.k9,com.fsck.k9.K9,setMeasureAccounts(boolean),Service Layer
com.fsck.k9,com.fsck.k9.K9,confirmDeleteFromNotification(),Service Layer
com.fsck.k9,com.fsck.k9.K9,setConfirmDelete(boolean),Service Layer
com.fsck.k9,com.fsck.k9.K9,messageViewFixedWidthFont(),Presentation Layer
com.fsck.k9,com.fsck.k9.K9,isMessageViewDeleteActionVisible(),Domain Layer
com.fsck.k9,com.fsck.k9.K9,messageListStars(),Service Layer
com.fsck.k9,com.fsck.k9.K9,changeContactNameColor(),None
com.fsck.k9,com.fsck.k9.K9,startIntegratedInbox(),Service Layer
com.fsck.k9,com.fsck.k9.K9,setSortType(com.fsck.k9.Account$SortType),Domain Layer
com.fsck.k9,com.fsck.k9.K9,setK9ComposerThemeSetting(com.fsck.k9.K9$Theme),Presentation Layer
com.fsck.k9,com.fsck.k9.K9,hideTimeZone(),Utility Layer
com.fsck.k9,com.fsck.k9.K9,getK9ComposerThemeSetting(),Data Source Layer
com.fsck.k9,com.fsck.k9.K9,setConfirmDiscardMessage(boolean),Presentation Layer
com.fsck.k9,com.fsck.k9.K9,getAttachmentDefaultPath(),Data Source Layer
com.fsck.k9,com.fsck.k9.K9,saveSettingsAsync(),Service Layer
com.fsck.k9,com.fsck.k9.K9,setCountSearchMessages(boolean),Service Layer
com.fsck.k9,com.fsck.k9.K9,isQuietTime(),Domain Layer
com.fsck.k9,com.fsck.k9.K9,setK9Language(java.lang.String),Domain Layer
com.fsck.k9,com.fsck.k9.K9,setUseBackgroundAsUnreadIndicator(boolean),Service Layer
com.fsck.k9,com.fsck.k9.K9,setUseVolumeKeysForNavigation(boolean),Service Layer
com.fsck.k9,com.fsck.k9.K9,setShowCorrespondentNames(boolean),Presentation Layer
com.fsck.k9,com.fsck.k9.K9,setK9Theme(com.fsck.k9.K9$Theme),Presentation Layer
com.fsck.k9,com.fsck.k9.K9,messageViewReturnToList(),Service Layer
com.fsck.k9,com.fsck.k9.K9,confirmMarkAllRead(),Service Layer
com.fsck.k9,com.fsck.k9.EmailAddressValidator,fixText(java.lang.CharSequence),Domain Layer
com.fsck.k9,com.fsck.k9.EmailAddressValidator,isValid(java.lang.CharSequence),Domain Layer
com.fsck.k9,com.fsck.k9.EmailAddressValidator,isValidAddressOnly(java.lang.CharSequence),Domain Layer
com.fsck.k9,com.fsck.k9.Account$SortType,isDefaultAscending(),Domain Layer
com.fsck.k9,com.fsck.k9.Account$SortType,getToast(boolean),Presentation Layer
com.fsck.k9,com.fsck.k9.Globals,getContext(),Utility Layer
com.fsck.k9,com.fsck.k9.FontSizes,getMessageViewContentAsPercent(),Presentation Layer
com.fsck.k9,com.fsck.k9.FontSizes,getMessageViewDate(),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,getFolderStatus(),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,setMessageViewContentAsPercent(int),Presentation Layer
com.fsck.k9,com.fsck.k9.FontSizes,getMessageViewBCC(),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,setMessageViewSubject(int),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,setMessageListPreview(int),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,getMessageViewAdditionalHeaders(),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,getMessageListDate(),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,getMessageViewCC(),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,setMessageListDate(int),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,setMessageViewTo(int),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,getMessageComposeInput(),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,getMessageViewSubject(),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,setMessageListSender(int),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,getMessageViewSender(),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,load(com.fsck.k9.preferences.Storage),Data Source Layer
com.fsck.k9,com.fsck.k9.FontSizes,setAccountDescription(int),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,setAccountName(int),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,setMessageViewSender(int),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,setMessageListSubject(int),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,getMessageListPreview(),Presentation Layer
com.fsck.k9,com.fsck.k9.FontSizes,getMessageListSender(),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,setMessageViewBCC(int),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,"setViewTextSize(android.widget.TextView,int)",Presentation Layer
com.fsck.k9,com.fsck.k9.FontSizes,setMessageViewAdditionalHeaders(int),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,setFolderName(int),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,getMessageViewTo(),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,getAccountDescription(),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,getMessageListSubject(),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,setMessageComposeInput(int),Presentation Layer
com.fsck.k9,com.fsck.k9.FontSizes,setMessageViewDate(int),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,save(com.fsck.k9.preferences.StorageEditor),Data Source Layer
com.fsck.k9,com.fsck.k9.FontSizes,getAccountName(),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,getFolderName(),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,setMessageViewCC(int),Domain Layer
com.fsck.k9,com.fsck.k9.FontSizes,setFolderStatus(int),Domain Layer
com.fsck.k9,com.fsck.k9.NotificationSetting,isRingEnabled(),Domain Layer
com.fsck.k9,com.fsck.k9.NotificationSetting,isVibrateEnabled(),Domain Layer
com.fsck.k9,com.fsck.k9.NotificationSetting,isLedEnabled(),Domain Layer
com.fsck.k9,com.fsck.k9.NotificationSetting,setLed(boolean),Domain Layer
com.fsck.k9,com.fsck.k9.NotificationSetting,setVibratePattern(int),Domain Layer
com.fsck.k9,com.fsck.k9.NotificationSetting,getVibrateTimes(),Domain Layer
com.fsck.k9,com.fsck.k9.NotificationSetting,setRingEnabled(boolean),Domain Layer
com.fsck.k9,com.fsck.k9.NotificationSetting,getLedColor(),Domain Layer
com.fsck.k9,com.fsck.k9.NotificationSetting,getRingtone(),Domain Layer
com.fsck.k9,com.fsck.k9.NotificationSetting,setVibrate(boolean),Domain Layer
com.fsck.k9,com.fsck.k9.NotificationSetting,"getVibration(int,int)",Utility Layer
com.fsck.k9,com.fsck.k9.NotificationSetting,getVibration(),Data Source Layer
com.fsck.k9,com.fsck.k9.NotificationSetting,setVibrateTimes(int),Domain Layer
com.fsck.k9,com.fsck.k9.NotificationSetting,getVibratePattern(),Domain Layer
com.fsck.k9,com.fsck.k9.NotificationSetting,setLedColor(int),Presentation Layer
com.fsck.k9,com.fsck.k9.NotificationSetting,setRingtone(java.lang.String),Domain Layer
com.fsck.k9,com.fsck.k9.Preferences,setDefaultAccount(com.fsck.k9.Account),Data Source Layer
com.fsck.k9,com.fsck.k9.Preferences,getAvailableAccounts(),Service Layer
com.fsck.k9,com.fsck.k9.Preferences,loadAccounts(),Domain Layer
com.fsck.k9,com.fsck.k9.Preferences,getAccounts(),Data Source Layer
com.fsck.k9,com.fsck.k9.Preferences,newAccount(),Domain Layer
com.fsck.k9,com.fsck.k9.Preferences,getAccount(java.lang.String),Domain Layer
com.fsck.k9,com.fsck.k9.Preferences,getPreferences(android.content.Context),Data Source Layer
com.fsck.k9,com.fsck.k9.Preferences,deleteAccount(com.fsck.k9.Account),Service Layer
com.fsck.k9,com.fsck.k9.Preferences,getStorage(),Data Source Layer
com.fsck.k9,com.fsck.k9.Preferences,getDefaultAccount(),Domain Layer
com.fsck.k9,com.fsck.k9.Clock,getTime(),Utility Layer
com.fsck.k9,com.fsck.k9.Account,getLocalStore(),Data Source Layer
com.fsck.k9,com.fsck.k9.Account,"addCertificate(com.fsck.k9.activity.setup.AccountSetupCheckSettings$CheckDirection,java.security.cert.X509Certificate)",Data Source Layer
com.fsck.k9,com.fsck.k9.Account,setDisplayCount(int),Domain Layer
com.fsck.k9,com.fsck.k9.Account,isReplyAfterQuote(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,getIdentities(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setSignatureBeforeQuotedText(boolean),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setIdleRefreshMinutes(int),Domain Layer
com.fsck.k9,com.fsck.k9.Account,goToUnreadMessageSearch(),Service Layer
com.fsck.k9,com.fsck.k9.Account,setSortType(com.fsck.k9.Account$SortType),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setFolderTargetMode(com.fsck.k9.Account$FolderMode),Domain Layer
com.fsck.k9,com.fsck.k9.Account,getStoreUri(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,getMaxPushFolders(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setEnabled(boolean),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setExpungePolicy(com.fsck.k9.Account$Expunge),Domain Layer
com.fsck.k9,com.fsck.k9.Account,limitToDisplayableFolders(com.fsck.k9.search.LocalSearch),Service Layer
com.fsck.k9,com.fsck.k9.Account,hasDraftsFolder(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setArchiveFolderName(java.lang.String),Domain Layer
com.fsck.k9,com.fsck.k9.Account,getSearchableFolders(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,isSortAscending(com.fsck.k9.Account$SortType),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setInboxFolderName(java.lang.String),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setTransportUri(java.lang.String),Domain Layer
com.fsck.k9,com.fsck.k9.Account,getFolderSyncMode(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setNotifyContactsMailOnly(boolean),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setSyncRemoteDeletions(boolean),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setFolderPushMode(com.fsck.k9.Account$FolderMode),Service Layer
com.fsck.k9,com.fsck.k9.Account,getAlwaysBcc(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setDraftsFolderName(java.lang.String),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setSubscribedFoldersOnly(boolean),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setMessageFormat(com.fsck.k9.Account$MessageFormat),Domain Layer
com.fsck.k9,com.fsck.k9.Account,getLastSelectedFolderName(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,getQuotePrefix(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,getStats(android.content.Context),Service Layer
com.fsck.k9,com.fsck.k9.Account,getSpamFolderName(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,syncRemoteDeletions(),Service Layer
com.fsck.k9,com.fsck.k9.Account,save(com.fsck.k9.Preferences),Data Source Layer
com.fsck.k9,com.fsck.k9.Account,useCompression(com.fsck.k9.mail.NetworkType),Data Source Layer
com.fsck.k9,com.fsck.k9.Account,setSpamFolderName(java.lang.String),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setAutomaticCheckIntervalMinutes(int),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setGoToUnreadMessageSearch(boolean),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setShowPictures(com.fsck.k9.Account$ShowPictures),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setQuotePrefix(java.lang.String),Domain Layer
com.fsck.k9,com.fsck.k9.Account,hashCode(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,getRemoteSearchNumResults(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setFolderDisplayMode(com.fsck.k9.Account$FolderMode),Domain Layer
com.fsck.k9,com.fsck.k9.Account,isRemoteSearchFullText(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,isSearchByDateCapable(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,getAccountNumber(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,isPushPollOnConnect(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,getOutboxFolderName(),Data Source Layer
com.fsck.k9,com.fsck.k9.Account,getFolderPushMode(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setSentFolderName(java.lang.String),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setChipColor(int),Domain Layer
com.fsck.k9,com.fsck.k9.Account,getLatestOldMessageSeenTime(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,findIdentity(com.fsck.k9.mail.Address),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setEmail(java.lang.String),Domain Layer
com.fsck.k9,com.fsck.k9.Account,"setSortAscending(com.fsck.k9.Account$SortType,boolean)",Domain Layer
com.fsck.k9,com.fsck.k9.Account,getName(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,"generateColorChip(boolean,boolean)",Domain Layer
com.fsck.k9,com.fsck.k9.Account,isAnIdentity(com.fsck.k9.mail.Address),Domain Layer
com.fsck.k9,com.fsck.k9.Account,"getFolderUnreadCount(android.content.Context,java.lang.String)",Data Source Layer
com.fsck.k9,com.fsck.k9.Account,getEmail(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,subscribedFoldersOnly(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,hasArchiveFolder(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setFolderNotifyNewMailMode(com.fsck.k9.Account$FolderMode),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setReplyAfterQuote(boolean),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setLastSelectedFolderName(java.lang.String),Domain Layer
com.fsck.k9,com.fsck.k9.Account,getAutomaticCheckIntervalMinutes(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,getSignatureUse(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setRingNotified(boolean),Domain Layer
com.fsck.k9,com.fsck.k9.Account,getMessageFormat(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,isNotifyNewMail(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setStripSignature(boolean),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setMarkMessageAsReadOnView(boolean),Domain Layer
com.fsck.k9,com.fsck.k9.Account,isDefaultQuotedTextShown(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,getEarliestPollDate(),Service Layer
com.fsck.k9,com.fsck.k9.Account,setRemoteSearchFullText(boolean),Domain Layer
com.fsck.k9,com.fsck.k9.Account,generateAccountNumber(com.fsck.k9.Preferences),Service Layer
com.fsck.k9,com.fsck.k9.Account,setMessageReadReceipt(boolean),Domain Layer
com.fsck.k9,com.fsck.k9.Account,"setCompression(com.fsck.k9.mail.NetworkType,boolean)",Data Source Layer
com.fsck.k9,com.fsck.k9.Account,setDefaultQuotedTextShown(boolean),Domain Layer
com.fsck.k9,com.fsck.k9.Account,isStripSignature(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setQuoteStyle(com.fsck.k9.Account$QuoteStyle),Domain Layer
com.fsck.k9,com.fsck.k9.Account,isAnIdentity(com.fsck.k9.mail.Address[]),Domain Layer
com.fsck.k9,com.fsck.k9.Account,isEnabled(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setSearchableFolders(com.fsck.k9.Account$Searchable),Domain Layer
com.fsck.k9,com.fsck.k9.Account,isSignatureBeforeQuotedText(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,isNotifyContactsMailOnly(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,getFolderNotifyNewMailMode(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setName(java.lang.String),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setIdentities(java.util.List),Domain Layer
com.fsck.k9,com.fsck.k9.Account,allowRemoteSearch(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setSignatureUse(boolean),Domain Layer
com.fsck.k9,com.fsck.k9.Account,getRemoteStore(),Service Layer
com.fsck.k9,com.fsck.k9.Account,hasTrashFolder(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,"deleteCertificate(java.lang.String,int,com.fsck.k9.activity.setup.AccountSetupCheckSettings$CheckDirection)",Data Source Layer
com.fsck.k9,com.fsck.k9.Account,getLocalStorageProviderId(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setAutoExpandFolderName(java.lang.String),Domain Layer
com.fsck.k9,com.fsck.k9.Account,hasSpamFolder(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setMaximumAutoDownloadMessageSize(int),Service Layer
com.fsck.k9,com.fsck.k9.Account,getQuoteStyle(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,getSignature(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,getInboxFolderName(),Domain Layer
com.fsck.k9,com.fsck.k9.Account,setRemoteSearchNumResults(int),Domain Layer
